match_date,match_time,final_score,home_team,away_team,goals,season,round
23. january 2021,13:00,3:0,Scunthorpe United,Grimsby Town,{None: 'home'},2020-2021,25
23. january 2021,15:00,0:0,Cambridge United,Bradford City,,2020-2021,25
23. january 2021,15:00,3:0,Morecambe FC,Colchester United,{None: 'home'},2020-2021,25
23. january 2021,15:00,3:2,Oldham Athletic,Newport County,"{None: 'away', '74': 'home'}",2020-2021,25
23. january 2021,15:00,1:3,Port Vale FC,Walsall FC,"{None: 'away', '68': 'away'}",2020-2021,25
23. january 2021,15:00,0:1,Southend United,Mansfield Town,{None: 'away'},2020-2021,25
23. january 2021,15:00,2:1,Tranmere Rovers,Bolton Wanderers,"{None: 'away', '56': 'home'}",2020-2021,25
2. february 2021,18:00,1:2,Carlisle United,Forest Green Rovers,"{'60': 'away', None: 'away'}",2020-2021,25
2. february 2021,19:00,0:0,Crawley Town,Leyton Orient,,2020-2021,25
16. march 2021,19:00,0:2,Cheltenham Town,Barrow AFC,"{None: 'away', '66': 'away'}",2020-2021,25
23. january 2021,15:00,0:1,Leyton Orient,Forest Green Rovers,{None: 'away'},2020-2021,26
26. january 2021,18:00,0:2,Exeter City,Morecambe FC,"{'9': 'away', None: 'away'}",2020-2021,26
26. january 2021,19:00,2:0,Cheltenham Town,Oldham Athletic,{None: 'home'},2020-2021,26
26. january 2021,19:00,0:0,Stevenage FC,Colchester United,,2020-2021,26
26. january 2021,19:00,2:0,Scunthorpe United,Port Vale FC,{None: 'home'},2020-2021,26
26. january 2021,19:00,1:3,Southend United,Bradford City,{None: 'away'},2020-2021,26
26. january 2021,19:00,3:2,Tranmere Rovers,Harrogate Town,"{None: 'away', '36': 'home'}",2020-2021,26
9. february 2021,17:30,4:1,Salford City,Cambridge United,{None: 'away'},2020-2021,26
17. february 2021,17:00,2:3,Mansfield Town,Bolton Wanderers,"{None: 'away', '85': 'away'}",2020-2021,26
16. march 2021,19:00,1:1,Crawley Town,Walsall FC,"{'55': 'away', '90': 'home'}",2020-2021,26
23. march 2021,19:00,0:1,Barrow AFC,Grimsby Town,{None: 'away'},2020-2021,26
13. april 2021,19:00,0:0,Newport County,Carlisle United,,2020-2021,26
29. january 2021,19:00,0:1,Colchester United,Scunthorpe United,{None: 'away'},2020-2021,27
30. january 2021,13:00,1:0,Carlisle United,Exeter City,{None: 'home'},2020-2021,27
30. january 2021,15:00,2:0,Bolton Wanderers,Leyton Orient,"{'67': 'home', None: 'home'}",2020-2021,27
30. january 2021,15:00,2:1,Bradford City,Barrow AFC,"{None: 'home', '37': 'away'}",2020-2021,27
30. january 2021,15:00,3:1,Cambridge United,Crawley Town,{None: 'home'},2020-2021,27
30. january 2021,15:00,0:1,Morecambe FC,Tranmere Rovers,{None: 'away'},2020-2021,27
30. january 2021,15:00,0:0,Forest Green Rovers,Cheltenham Town,,2020-2021,27
30. january 2021,15:00,1:2,Grimsby Town,Stevenage FC,{None: 'away'},2020-2021,27
30. january 2021,15:00,2:1,Harrogate Town,Newport County,{None: 'home'},2020-2021,27
30. january 2021,15:00,2:1,Oldham Athletic,Salford City,{None: 'home'},2020-2021,27
30. january 2021,15:00,5:1,Port Vale FC,Southend United,"{None: 'home', '20': 'home'}",2020-2021,27
9. february 2021,18:45,1:1,Walsall FC,Mansfield Town,{None: 'away'},2020-2021,27
6. february 2021,13:00,3:2,Exeter City,Bradford City,"{None: 'home', '79': 'home'}",2020-2021,28
6. february 2021,15:00,0:2,Barrow AFC,Cambridge United,{None: 'away'},2020-2021,28
6. february 2021,15:00,1:3,Crawley Town,Harrogate Town,"{None: 'home', '30': 'away'}",2020-2021,28
6. february 2021,15:00,2:2,Stevenage FC,Morecambe FC,{None: 'home'},2020-2021,28
6. february 2021,15:00,0:0,Leyton Orient,Colchester United,,2020-2021,28
6. february 2021,15:00,1:0,Newport County,Grimsby Town,{None: 'home'},2020-2021,28
6. february 2021,15:00,3:1,Tranmere Rovers,Port Vale FC,{None: 'home'},2020-2021,28
16. march 2021,19:00,1:1,Scunthorpe United,Oldham Athletic,{None: 'home'},2020-2021,28
23. march 2021,18:00,0:0,Mansfield Town,Forest Green Rovers,,2020-2021,28
23. march 2021,19:00,0:0,Southend United,Walsall FC,,2020-2021,28
13. april 2021,19:00,0:1,Salford City,Bolton Wanderers,{None: 'away'},2020-2021,28
27. april 2021,19:00,1:1,Cheltenham Town,Carlisle United,{None: 'home'},2020-2021,28
13. february 2021,15:00,1:0,Bolton Wanderers,Stevenage FC,{None: 'home'},2020-2021,29
13. february 2021,15:00,0:0,Cambridge United,Southend United,,2020-2021,29
14. february 2021,15:00,2:2,Colchester United,Mansfield Town,"{'4': 'away', None: 'home'}",2020-2021,29
16. february 2021,19:00,1:2,Walsall FC,Cheltenham Town,{None: 'away'},2020-2021,29
16. march 2021,19:00,2:1,Port Vale FC,Newport County,{None: 'home'},2020-2021,29
17. march 2021,19:00,0:0,Grimsby Town,Tranmere Rovers,,2020-2021,29
23. march 2021,19:00,2:1,Oldham Athletic,Exeter City,{None: 'away'},2020-2021,29
30. march 2021,19:00,2:0,Carlisle United,Crawley Town,{None: 'home'},2020-2021,29
13. april 2021,18:30,4:1,Morecambe FC,Scunthorpe United,"{None: 'away', '49': 'home'}",2020-2021,29
13. april 2021,19:00,2:2,Harrogate Town,Leyton Orient,{None: 'home'},2020-2021,29
27. april 2021,19:00,0:1,Bradford City,Salford City,{None: 'away'},2020-2021,29
27. april 2021,19:00,0:2,Forest Green Rovers,Barrow AFC,"{'18': 'away', None: 'away'}",2020-2021,29
20. february 2021,15:00,1:2,Barrow AFC,Morecambe FC,{None: 'away'},2020-2021,30
20. february 2021,15:00,0:2,Cheltenham Town,Bradford City,{None: 'away'},2020-2021,30
20. february 2021,15:00,1:0,Crawley Town,Colchester United,{None: 'home'},2020-2021,30
20. february 2021,15:00,1:1,Stevenage FC,Walsall FC,{None: 'home'},2020-2021,30
20. february 2021,15:00,1:1,Leyton Orient,Port Vale FC,{None: 'home'},2020-2021,30
20. february 2021,15:00,0:3,Mansfield Town,Cambridge United,{None: 'away'},2020-2021,30
20. february 2021,15:00,1:1,Salford City,Carlisle United,{None: 'home'},2020-2021,30
20. february 2021,15:00,3:1,Scunthorpe United,Harrogate Town,"{None: 'home', '27': 'away'}",2020-2021,30
20. february 2021,15:00,0:1,Southend United,Bolton Wanderers,{None: 'away'},2020-2021,30
20. february 2021,15:00,2:2,Tranmere Rovers,Oldham Athletic,{None: 'away'},2020-2021,30
21. february 2021,13:00,0:2,Newport County,Forest Green Rovers,"{None: 'away', '63': 'away'}",2020-2021,30
27. april 2021,19:00,3:2,Exeter City,Grimsby Town,"{'33': 'home', '41': 'away', None: 'home'}",2020-2021,30
23. february 2021,18:30,2:1,Morecambe FC,Salford City,{None: 'home'},2020-2021,31
23. february 2021,19:00,1:0,Bradford City,Leyton Orient,{'81': 'home'},2020-2021,31
23. february 2021,19:00,0:1,Cambridge United,Cheltenham Town,{None: 'away'},2020-2021,31
23. february 2021,19:00,2:3,Carlisle United,Tranmere Rovers,{None: 'away'},2020-2021,31
23. february 2021,19:00,1:2,Colchester United,Exeter City,{None: 'home'},2020-2021,31
23. february 2021,19:00,2:1,Grimsby Town,Crawley Town,{None: 'home'},2020-2021,31
23. february 2021,19:00,1:0,Harrogate Town,Mansfield Town,{None: 'home'},2020-2021,31
23. february 2021,19:00,0:1,Oldham Athletic,Barrow AFC,{None: 'away'},2020-2021,31
23. february 2021,19:00,0:0,Port Vale FC,Stevenage FC,,2020-2021,31
23. february 2021,19:00,2:0,Bolton Wanderers,Scunthorpe United,"{'37': 'home', None: 'home'}",2020-2021,31
24. february 2021,17:30,0:1,Walsall FC,Newport County,{None: 'away'},2020-2021,31
24. february 2021,18:00,1:3,Forest Green Rovers,Southend United,{None: 'home'},2020-2021,31
27. february 2021,13:00,2:0,Crawley Town,Exeter City,"{'62': 'home', None: 'home'}",2020-2021,32
27. february 2021,15:00,1:0,Bolton Wanderers,Barrow AFC,{None: 'home'},2020-2021,32
27. february 2021,15:00,1:3,Carlisle United,Oldham Athletic,"{None: 'away', '71': 'away'}",2020-2021,32
27. february 2021,15:00,1:2,Walsall FC,Bradford City,{None: 'home'},2020-2021,32
27. february 2021,15:00,1:0,Harrogate Town,Grimsby Town,{None: 'home'},2020-2021,32
27. february 2021,15:00,1:3,Leyton Orient,Tranmere Rovers,{None: 'home'},2020-2021,32
27. february 2021,15:00,1:0,Mansfield Town,Morecambe FC,{None: 'home'},2020-2021,32
27. february 2021,15:00,0:0,Newport County,Stevenage FC,,2020-2021,32
27. february 2021,15:00,0:1,Port Vale FC,Cambridge United,{None: 'away'},2020-2021,32
27. february 2021,15:00,0:2,Scunthorpe United,Cheltenham Town,{None: 'away'},2020-2021,32
27. february 2021,15:00,0:0,Southend United,Salford City,,2020-2021,32
27. february 2021,17:30,3:0,Forest Green Rovers,Colchester United,"{None: 'home', '67': 'home'}",2020-2021,32
2. march 2021,18:30,3:1,Morecambe FC,Crawley Town,{None: 'home'},2020-2021,33
2. march 2021,19:00,0:1,Barrow AFC,Harrogate Town,{None: 'away'},2020-2021,33
2. march 2021,19:00,1:0,Bradford City,Mansfield Town,{None: 'home'},2020-2021,33
2. march 2021,19:00,0:1,Cambridge United,Scunthorpe United,{None: 'away'},2020-2021,33
2. march 2021,19:00,1:0,Cheltenham Town,Southend United,{'53': 'home'},2020-2021,33
2. march 2021,19:00,2:1,Colchester United,Carlisle United,"{None: 'home', '67': 'home'}",2020-2021,33
2. march 2021,19:00,0:0,Exeter City,Walsall FC,,2020-2021,33
2. march 2021,19:00,3:0,Stevenage FC,Forest Green Rovers,{None: 'home'},2020-2021,33
2. march 2021,19:00,0:1,Grimsby Town,Leyton Orient,{None: 'away'},2020-2021,33
2. march 2021,19:00,0:2,Oldham Athletic,Bolton Wanderers,"{'19': 'away', None: 'away'}",2020-2021,33
2. march 2021,19:00,1:0,Salford City,Port Vale FC,{None: 'home'},2020-2021,33
2. march 2021,19:00,1:0,Tranmere Rovers,Newport County,{None: 'home'},2020-2021,33
6. march 2021,13:00,4:0,Exeter City,Leyton Orient,"{None: 'home', '50': 'home'}",2020-2021,34
6. march 2021,15:00,2:0,Barrow AFC,Mansfield Town,{None: 'home'},2020-2021,34
6. march 2021,15:00,1:1,Bradford City,Bolton Wanderers,{None: 'home'},2020-2021,34
6. march 2021,15:00,1:0,Cambridge United,Walsall FC,{None: 'home'},2020-2021,34
6. march 2021,15:00,3:2,Cheltenham Town,Port Vale FC,"{None: 'away', '18': 'home'}",2020-2021,34
6. march 2021,15:00,0:2,Colchester United,Newport County,{None: 'away'},2020-2021,34
6. march 2021,15:00,3:1,Morecambe FC,Carlisle United,{None: 'away'},2020-2021,34
6. march 2021,15:00,1:0,Stevenage FC,Harrogate Town,{None: 'home'},2020-2021,34
6. march 2021,15:00,1:2,Grimsby Town,Forest Green Rovers,"{'19': 'away', None: 'away'}",2020-2021,34
6. march 2021,15:00,0:0,Oldham Athletic,Southend United,,2020-2021,34
6. march 2021,15:00,1:1,Salford City,Scunthorpe United,"{None: 'home', '43': 'away'}",2020-2021,34
6. march 2021,15:00,0:1,Tranmere Rovers,Crawley Town,{None: 'away'},2020-2021,34
9. march 2021,19:00,1:1,Carlisle United,Grimsby Town,{None: 'home'},2020-2021,35
9. march 2021,19:00,1:0,Crawley Town,Salford City,{None: 'home'},2020-2021,35
9. march 2021,19:00,2:2,Forest Green Rovers,Morecambe FC,{None: 'away'},2020-2021,35
9. march 2021,19:00,3:0,Harrogate Town,Colchester United,{None: 'home'},2020-2021,35
9. march 2021,19:00,0:0,Leyton Orient,Stevenage FC,,2020-2021,35
9. march 2021,19:00,3:1,Mansfield Town,Cheltenham Town,{None: 'home'},2020-2021,35
9. march 2021,19:00,2:1,Newport County,Bradford City,"{None: 'home', '90': 'home'}",2020-2021,35
9. march 2021,19:00,0:0,Port Vale FC,Oldham Athletic,,2020-2021,35
9. march 2021,19:00,0:2,Scunthorpe United,Exeter City,{None: 'away'},2020-2021,35
9. march 2021,19:00,0:2,Southend United,Tranmere Rovers,{None: 'away'},2020-2021,35
9. march 2021,19:00,2:1,Bolton Wanderers,Cambridge United,{None: 'away'},2020-2021,35
12. march 2021,19:00,0:1,Walsall FC,Barrow AFC,{None: 'away'},2020-2021,35
16. february 2021,19:00,1:0,Salford City,Barrow AFC,{None: 'home'},2020-2021,36
13. march 2021,13:00,1:1,Leyton Orient,Scunthorpe United,{None: 'home'},2020-2021,36
13. march 2021,15:00,3:1,Carlisle United,Bradford City,{None: 'away'},2020-2021,36
13. march 2021,15:00,1:0,Crawley Town,Mansfield Town,{None: 'home'},2020-2021,36
13. march 2021,15:00,0:1,Exeter City,Cheltenham Town,{None: 'away'},2020-2021,36
13. march 2021,15:00,1:3,Morecambe FC,Newport County,"{'8': 'away', None: 'away'}",2020-2021,36
13. march 2021,15:00,2:1,Forest Green Rovers,Harrogate Town,{None: 'away'},2020-2021,36
13. march 2021,15:00,2:4,Oldham Athletic,Cambridge United,"{None: 'away', '25': 'away'}",2020-2021,36
13. march 2021,15:00,0:1,Port Vale FC,Bolton Wanderers,{None: 'away'},2020-2021,36
13. march 2021,15:00,0:0,Southend United,Stevenage FC,,2020-2021,36
13. march 2021,17:30,0:0,Grimsby Town,Colchester United,,2020-2021,36
13. april 2021,19:00,1:0,Walsall FC,Tranmere Rovers,{None: 'home'},2020-2021,36
20. march 2021,13:00,3:1,Stevenage FC,Carlisle United,{None: 'home'},2020-2021,37
20. march 2021,13:00,0:1,Newport County,Leyton Orient,{None: 'away'},2020-2021,37
20. march 2021,15:00,3:2,Barrow AFC,Crawley Town,"{None: 'home', '36': 'home'}",2020-2021,37
20. march 2021,15:00,2:1,Bolton Wanderers,Walsall FC,"{None: 'home', '80': 'home'}",2020-2021,37
20. march 2021,15:00,0:0,Bradford City,Oldham Athletic,,2020-2021,37
20. march 2021,15:00,1:0,Cambridge United,Forest Green Rovers,{None: 'home'},2020-2021,37
20. march 2021,15:00,2:0,Cheltenham Town,Salford City,{None: 'home'},2020-2021,37
20. march 2021,15:00,0:1,Colchester United,Port Vale FC,{None: 'away'},2020-2021,37
20. march 2021,15:00,0:1,Harrogate Town,Morecambe FC,{'1': 'away'},2020-2021,37
20. march 2021,15:00,2:2,Mansfield Town,Grimsby Town,{None: 'away'},2020-2021,37
20. march 2021,15:00,1:1,Scunthorpe United,Southend United,"{'79': 'away', None: 'home'}",2020-2021,37
20. march 2021,15:00,2:1,Tranmere Rovers,Exeter City,"{'18': 'home', None: 'away', '68': 'home'}",2020-2021,37
27. march 2021,12:00,0:1,Forest Green Rovers,Bolton Wanderers,{None: 'away'},2020-2021,38
27. march 2021,13:00,1:0,Exeter City,Salford City,{None: 'home'},2020-2021,38
27. march 2021,15:00,1:2,Carlisle United,Cambridge United,{None: 'away'},2020-2021,38
27. march 2021,15:00,1:2,Colchester United,Bradford City,{None: 'away'},2020-2021,38
27. march 2021,15:00,1:3,Crawley Town,Port Vale FC,{None: 'away'},2020-2021,38
27. march 2021,15:00,1:0,Morecambe FC,Cheltenham Town,{None: 'home'},2020-2021,38
27. march 2021,15:00,2:1,Stevenage FC,Barrow AFC,"{None: 'away', '87': 'home'}",2020-2021,38
27. march 2021,15:00,1:1,Grimsby Town,Walsall FC,{None: 'away'},2020-2021,38
27. march 2021,15:00,0:1,Harrogate Town,Southend United,{None: 'away'},2020-2021,38
27. march 2021,15:00,2:1,Leyton Orient,Oldham Athletic,{None: 'away'},2020-2021,38
27. march 2021,15:00,1:1,Tranmere Rovers,Mansfield Town,{None: 'away'},2020-2021,38
27. april 2021,18:30,4:0,Newport County,Scunthorpe United,"{'29': 'home', None: 'home'}",2020-2021,38
2. april 2021,13:00,0:0,Bolton Wanderers,Colchester United,,2020-2021,39
2. april 2021,13:00,0:0,Scunthorpe United,Crawley Town,,2020-2021,39
2. april 2021,15:00,2:1,Barrow AFC,Newport County,{None: 'home'},2020-2021,39
2. april 2021,15:00,4:1,Bradford City,Forest Green Rovers,{None: 'home'},2020-2021,39
2. april 2021,15:00,2:1,Cambridge United,Morecambe FC,"{None: 'away', '81': 'home'}",2020-2021,39
2. april 2021,15:00,4:0,Cheltenham Town,Tranmere Rovers,{None: 'home'},2020-2021,39
2. april 2021,15:00,0:0,Walsall FC,Harrogate Town,,2020-2021,39
2. april 2021,15:00,0:2,Mansfield Town,Leyton Orient,{None: 'away'},2020-2021,39
2. april 2021,15:00,0:1,Oldham Athletic,Stevenage FC,{None: 'away'},2020-2021,39
2. april 2021,15:00,1:0,Port Vale FC,Exeter City,{None: 'home'},2020-2021,39
2. april 2021,15:00,1:1,Salford City,Grimsby Town,{None: 'home'},2020-2021,39
3. april 2021,13:00,0:2,Southend United,Carlisle United,{None: 'away'},2020-2021,39
5. april 2021,15:00,1:1,Colchester United,Barrow AFC,{None: 'away'},2020-2021,40
5. april 2021,15:00,1:4,Crawley Town,Oldham Athletic,{None: 'away'},2020-2021,40
5. april 2021,15:00,0:0,Exeter City,Mansfield Town,,2020-2021,40
5. april 2021,15:00,1:1,Stevenage FC,Bradford City,{None: 'away'},2020-2021,40
5. april 2021,15:00,0:2,Forest Green Rovers,Salford City,{None: 'away'},2020-2021,40
5. april 2021,15:00,1:1,Grimsby Town,Cheltenham Town,{None: 'away'},2020-2021,40
5. april 2021,15:00,0:2,Harrogate Town,Port Vale FC,{None: 'away'},2020-2021,40
5. april 2021,15:00,0:0,Leyton Orient,Walsall FC,,2020-2021,40
5. april 2021,15:00,1:0,Newport County,Bolton Wanderers,{None: 'home'},2020-2021,40
5. april 2021,15:00,1:1,Tranmere Rovers,Cambridge United,{None: 'away'},2020-2021,40
6. april 2021,18:30,2:0,Carlisle United,Scunthorpe United,{None: 'home'},2020-2021,40
6. april 2021,18:30,1:1,Morecambe FC,Southend United,{None: 'home'},2020-2021,40
9. april 2021,18:00,1:1,Mansfield Town,Newport County,{None: 'home'},2020-2021,41
9. april 2021,19:00,5:2,Oldham Athletic,Colchester United,"{'37': 'home', None: 'home'}",2020-2021,41
10. april 2021,15:00,2:2,Barrow AFC,Carlisle United,"{None: 'home', '79': 'away'}",2020-2021,41
10. april 2021,15:00,2:1,Bolton Wanderers,Harrogate Town,{None: 'home'},2020-2021,41
10. april 2021,15:00,1:0,Bradford City,Grimsby Town,{None: 'home'},2020-2021,41
10. april 2021,15:00,1:4,Cambridge United,Exeter City,{None: 'away'},2020-2021,41
10. april 2021,15:00,1:0,Cheltenham Town,Leyton Orient,{'31': 'home'},2020-2021,41
10. april 2021,15:00,2:1,Walsall FC,Forest Green Rovers,{None: 'away'},2020-2021,41
10. april 2021,15:00,1:0,Port Vale FC,Morecambe FC,{None: 'home'},2020-2021,41
10. april 2021,15:00,2:1,Salford City,Stevenage FC,{None: 'home'},2020-2021,41
10. april 2021,15:00,0:0,Scunthorpe United,Tranmere Rovers,,2020-2021,41
10. april 2021,15:00,0:0,Southend United,Crawley Town,,2020-2021,41
16. april 2021,18:30,1:0,Crawley Town,Cheltenham Town,{None: 'home'},2020-2021,42
17. april 2021,12:30,0:0,Carlisle United,Port Vale FC,,2020-2021,42
17. april 2021,12:30,0:0,Exeter City,Southend United,,2020-2021,42
17. april 2021,12:30,4:3,Morecambe FC,Oldham Athletic,{None: 'away'},2020-2021,42
17. april 2021,12:30,0:1,Stevenage FC,Mansfield Town,{None: 'away'},2020-2021,42
17. april 2021,12:30,3:2,Forest Green Rovers,Scunthorpe United,{None: 'home'},2020-2021,42
17. april 2021,12:30,2:1,Grimsby Town,Bolton Wanderers,{None: 'away'},2020-2021,42
17. april 2021,12:30,2:1,Harrogate Town,Bradford City,{None: 'home'},2020-2021,42
17. april 2021,12:30,2:0,Leyton Orient,Barrow AFC,{None: 'home'},2020-2021,42
17. april 2021,12:30,0:1,Newport County,Cambridge United,{None: 'away'},2020-2021,42
17. april 2021,12:30,0:0,Tranmere Rovers,Salford City,,2020-2021,42
17. april 2021,17:30,2:1,Colchester United,Walsall FC,{None: 'home'},2020-2021,42
20. april 2021,19:00,0:2,Barrow AFC,Port Vale FC,{None: 'away'},2020-2021,43
20. april 2021,19:00,0:1,Bradford City,Tranmere Rovers,{'45': 'away'},2020-2021,43
20. april 2021,19:00,2:0,Colchester United,Southend United,{None: 'home'},2020-2021,43
20. april 2021,19:00,0:1,Stevenage FC,Cheltenham Town,{None: 'away'},2020-2021,43
20. april 2021,19:00,0:2,Walsall FC,Salford City,{None: 'away'},2020-2021,43
20. april 2021,19:00,0:0,Forest Green Rovers,Exeter City,,2020-2021,43
20. april 2021,19:00,0:3,Grimsby Town,Morecambe FC,"{None: 'away', '81': 'away'}",2020-2021,43
20. april 2021,19:00,0:3,Harrogate Town,Oldham Athletic,{None: 'away'},2020-2021,43
20. april 2021,19:00,2:4,Leyton Orient,Cambridge United,"{None: 'away', '69': 'away', '73': 'home'}",2020-2021,43
20. april 2021,19:00,3:0,Mansfield Town,Scunthorpe United,{None: 'home'},2020-2021,43
20. april 2021,19:00,2:0,Newport County,Crawley Town,{None: 'home'},2020-2021,43
20. april 2021,19:00,1:0,Bolton Wanderers,Carlisle United,{None: 'home'},2020-2021,43
24. april 2021,15:00,0:1,Cambridge United,Stevenage FC,{None: 'away'},2020-2021,44
24. april 2021,15:00,1:1,Carlisle United,Harrogate Town,{None: 'home'},2020-2021,44
24. april 2021,15:00,1:0,Cheltenham Town,Colchester United,{None: 'home'},2020-2021,44
24. april 2021,15:00,0:0,Crawley Town,Forest Green Rovers,,2020-2021,44
24. april 2021,15:00,0:0,Exeter City,Newport County,,2020-2021,44
24. april 2021,15:00,0:1,Morecambe FC,Bolton Wanderers,{None: 'away'},2020-2021,44
24. april 2021,15:00,1:2,Oldham Athletic,Grimsby Town,{None: 'away'},2020-2021,44
24. april 2021,15:00,2:1,Port Vale FC,Bradford City,"{None: 'home', '32': 'home'}",2020-2021,44
24. april 2021,15:00,2:0,Salford City,Mansfield Town,{None: 'home'},2020-2021,44
24. april 2021,15:00,0:2,Scunthorpe United,Walsall FC,{None: 'away'},2020-2021,44
24. april 2021,15:00,2:1,Southend United,Leyton Orient,{None: 'home'},2020-2021,44
24. april 2021,15:00,1:0,Tranmere Rovers,Barrow AFC,{None: 'home'},2020-2021,44
30. april 2021,19:00,5:4,Harrogate Town,Cambridge United,"{None: 'home', '20': 'home', '74': 'away'}",2020-2021,45
1. may 2021,15:00,1:2,Barrow AFC,Southend United,{None: 'away'},2020-2021,45
1. may 2021,15:00,1:2,Bolton Wanderers,Exeter City,{None: 'away'},2020-2021,45
1. may 2021,15:00,0:0,Bradford City,Scunthorpe United,,2020-2021,45
1. may 2021,15:00,1:0,Colchester United,Salford City,{None: 'home'},2020-2021,45
1. may 2021,15:00,3:3,Stevenage FC,Crawley Town,"{'21': 'home', None: 'away', '79': 'away'}",2020-2021,45
1. may 2021,15:00,0:2,Walsall FC,Morecambe FC,{None: 'away'},2020-2021,45
1. may 2021,15:00,2:1,Forest Green Rovers,Tranmere Rovers,"{None: 'away', '81': 'home'}",2020-2021,45
1. may 2021,15:00,1:0,Grimsby Town,Port Vale FC,{None: 'home'},2020-2021,45
1. may 2021,15:00,2:3,Leyton Orient,Carlisle United,"{None: 'away', '54': 'away'}",2020-2021,45
1. may 2021,15:00,4:1,Mansfield Town,Oldham Athletic,{None: 'home'},2020-2021,45
1. may 2021,15:00,1:0,Newport County,Cheltenham Town,{None: 'home'},2020-2021,45
8. may 2021,15:00,3:0,Cambridge United,Grimsby Town,{None: 'home'},2020-2021,46
8. may 2021,15:00,0:0,Carlisle United,Walsall FC,,2020-2021,46
8. may 2021,15:00,4:1,Cheltenham Town,Harrogate Town,{None: 'home'},2020-2021,46
8. may 2021,15:00,1:4,Crawley Town,Bolton Wanderers,{None: 'home'},2020-2021,46
8. may 2021,15:00,1:1,Exeter City,Barrow AFC,{None: 'away'},2020-2021,46
8. may 2021,15:00,2:0,Morecambe FC,Bradford City,{None: 'home'},2020-2021,46
8. may 2021,15:00,0:3,Oldham Athletic,Forest Green Rovers,"{'63': 'away', None: 'away'}",2020-2021,46
8. may 2021,15:00,0:3,Port Vale FC,Mansfield Town,{None: 'away'},2020-2021,46
8. may 2021,15:00,3:0,Salford City,Leyton Orient,{None: 'home'},2020-2021,46
8. may 2021,15:00,0:1,Scunthorpe United,Stevenage FC,{None: 'away'},2020-2021,46
8. may 2021,15:00,1:1,Southend United,Newport County,{None: 'away'},2020-2021,46
8. may 2021,15:00,0:0,Tranmere Rovers,Colchester United,,2020-2021,46
