match_date,match_time,final_score,home_team,away_team,goals,season,round
15. april 2023,12:30,4:1,Sheffield United,Cardiff City,"{'19': 'away', '24': 'home', '54': 'home', '80': 'home', '85': 'home'}",2022-2023,42
15. april 2023,15:00,2:1,Sunderland AFC,Birmingham City,"{'29': 'away', '45': 'home', '75': 'home'}",2022-2023,42
15. april 2023,15:00,1:0,Blackpool FC,Wigan Athletic,{'2': 'home'},2022-2023,42
15. april 2023,15:00,2:0,Millwall FC,Preston North End,"{'14': 'home', '72': 'home'}",2022-2023,42
15. april 2023,15:00,0:0,Reading FC,Burnley FC,,2022-2023,42
15. april 2023,15:00,2:0,Watford FC,Bristol City,"{'6': 'home', '54': 'home'}",2022-2023,42
15. april 2023,15:00,0:3,Queens Park Rangers,Coventry City,"{'10': 'away', '86': 'away', '88': 'away'}",2022-2023,42
15. april 2023,15:00,0:2,Rotherham United,Luton Town,"{'45': 'away', '47': 'away'}",2022-2023,42
15. april 2023,15:00,1:2,Stoke City,West Bromwich Albion,"{'30': 'home', '59': 'away', '69': 'away'}",2022-2023,42
15. april 2023,15:00,1:0,Swansea City,Huddersfield Town,{'69': 'home'},2022-2023,42
15. april 2023,19:45,0:0,Blackburn Rovers,Hull City,,2022-2023,42
18. april 2023,19:45,1:1,Sunderland AFC,Huddersfield Town,"{'35': 'home', '59': 'away'}",2022-2023,43
18. april 2023,19:45,0:2,Blackpool FC,West Bromwich Albion,"{'18': 'away', '60': 'away'}",2022-2023,43
18. april 2023,19:45,2:2,Rotherham United,Burnley FC,"{'26': 'away', '45': 'home', '81': 'away', '85': 'home'}",2022-2023,43
18. april 2023,19:45,1:0,Sheffield United,Bristol City,{'77': 'home'},2022-2023,43
18. april 2023,19:45,0:1,Stoke City,Wigan Athletic,{'54': 'away'},2022-2023,43
18. april 2023,20:00,0:1,Millwall FC,Birmingham City,{'28': 'away'},2022-2023,43
19. april 2023,19:45,1:1,Blackburn Rovers,Coventry City,"{'39': 'home', '90': 'away'}",2022-2023,43
19. april 2023,19:45,1:3,Watford FC,Cardiff City,"{'11': 'home', '31': 'away', '35': 'away', '41': 'away'}",2022-2023,43
19. april 2023,19:45,1:1,Queens Park Rangers,Norwich City,"{'9': 'home', '46': 'away'}",2022-2023,43
19. april 2023,19:45,4:2,Swansea City,Preston North End,"{'2': 'home', '35': 'home', '44': 'home', '48': 'away', '71': 'away', '90': 'home'}",2022-2023,43
19. april 2023,20:00,3:1,Middlesbrough FC,Hull City,"{'41': 'away', '55': 'home', '58': 'home', '61': 'home'}",2022-2023,43
19. april 2023,20:00,1:1,Reading FC,Luton Town,"{'51': 'home', '81': 'away'}",2022-2023,43
22. april 2023,15:00,0:1,Birmingham City,Blackpool FC,{'74': 'away'},2022-2023,44
22. april 2023,15:00,2:1,Bristol City,Rotherham United,"{'15': 'home', '67': 'away', '90': 'home'}",2022-2023,44
22. april 2023,15:00,1:1,Cardiff City,Stoke City,"{'16': 'away', '29': 'home'}",2022-2023,44
22. april 2023,15:00,2:1,Coventry City,Reading FC,"{'36': 'home', '51': 'away', '54': 'home'}",2022-2023,44
22. april 2023,15:00,1:2,Burnley FC,Queens Park Rangers,"{'58': 'away', '76': 'home', '87': 'away'}",2022-2023,44
22. april 2023,15:00,1:0,Hull City,Watford FC,{'25': 'home'},2022-2023,44
22. april 2023,15:00,0:3,Norwich City,Swansea City,"{'23': 'away', '39': 'away', '64': 'away'}",2022-2023,44
22. april 2023,15:00,2:1,Wigan Athletic,Millwall FC,"{'14': 'home', '30': 'away', '84': 'home'}",2022-2023,44
22. april 2023,17:30,1:1,Preston North End,Blackburn Rovers,"{'80': 'away', '90': 'home'}",2022-2023,44
23. april 2023,12:00,1:2,West Bromwich Albion,Sunderland AFC,"{'45': 'home', '51': 'away', '84': 'away'}",2022-2023,44
24. april 2023,20:00,2:1,Luton Town,Middlesbrough FC,"{'40': 'away', '49': 'home', '67': 'home'}",2022-2023,44
4. may 2023,19:45,1:0,Huddersfield Town,Sheffield United,{'59': 'home'},2022-2023,44
28. april 2023,20:00,2:3,Blackpool FC,Millwall FC,"{'2': 'away', '36': 'home', '59': 'away', '67': 'home', '75': 'away'}",2022-2023,45
29. april 2023,15:00,2:2,Sunderland AFC,Watford FC,"{'17': 'away', '69': 'away', '70': 'home', '90': 'home'}",2022-2023,45
29. april 2023,15:00,1:2,Bristol City,Burnley FC,"{'33': 'away', '60': 'home', '62': 'away'}",2022-2023,45
29. april 2023,15:00,2:0,Coventry City,Birmingham City,"{'3': 'home', '42': 'home'}",2022-2023,45
29. april 2023,15:00,1:1,Reading FC,Wigan Athletic,"{'81': 'away', '90': 'home'}",2022-2023,45
29. april 2023,15:00,1:1,Hull City,Swansea City,"{'3': 'home', '39': 'away'}",2022-2023,45
29. april 2023,15:00,4:1,Sheffield United,Preston North End,"{'36': 'home', '63': 'away', '72': 'home', '75': 'home', '90': 'home'}",2022-2023,45
29. april 2023,15:00,0:1,Stoke City,Queens Park Rangers,{'48': 'away'},2022-2023,45
29. april 2023,17:30,2:1,West Bromwich Albion,Norwich City,"{'41': 'away', '45': 'home', '56': 'home'}",2022-2023,45
30. april 2023,12:00,1:2,Cardiff City,Huddersfield Town,"{'61': 'away', '69': 'away', '83': 'home'}",2022-2023,45
1. may 2023,13:00,1:0,Rotherham United,Middlesbrough FC,{'48': 'home'},2022-2023,45
1. may 2023,17:30,1:1,Blackburn Rovers,Luton Town,"{'50': 'away', '86': 'home'}",2022-2023,45
8. may 2023,15:00,1:2,Birmingham City,Sheffield United,"{'53': 'away', '56': 'away', '79': 'home'}",2022-2023,46
8. may 2023,15:00,3:0,Burnley FC,Cardiff City,"{'27': 'home', '31': 'home', '57': 'home'}",2022-2023,46
8. may 2023,15:00,1:1,Middlesbrough FC,Coventry City,"{'22': 'away', '45': 'home'}",2022-2023,46
8. may 2023,15:00,3:4,Millwall FC,Blackburn Rovers,"{'8': 'home', '22': 'away', '37': 'home', '39': 'home', '51': 'away', '63': 'away', '86': 'away'}",2022-2023,46
8. may 2023,15:00,2:0,Watford FC,Stoke City,"{'70': 'home', '74': 'home'}",2022-2023,46
8. may 2023,15:00,2:0,Huddersfield Town,Reading FC,"{'49': 'home', '84': 'home'}",2022-2023,46
8. may 2023,15:00,0:0,Luton Town,Hull City,,2022-2023,46
8. may 2023,15:00,0:1,Norwich City,Blackpool FC,{'15': 'away'},2022-2023,46
8. may 2023,15:00,0:3,Preston North End,Sunderland AFC,"{'54': 'away', '61': 'away', '65': 'away'}",2022-2023,46
8. may 2023,15:00,0:2,Queens Park Rangers,Bristol City,"{'28': 'away', '55': 'away'}",2022-2023,46
8. may 2023,15:00,3:2,Swansea City,West Bromwich Albion,"{'13': 'away', '26': 'home', '54': 'away', '66': 'home', '90': 'home'}",2022-2023,46
8. may 2023,15:00,0:0,Wigan Athletic,Rotherham United,,2022-2023,46
