match_date,match_time,final_score,home_team,away_team,goals,season,round
29. november 2021,19:45,1:2,Derby County,Queens Park Rangers,"{'10': 'home', '50': 'away', '90': 'away'}",2021-2022,20
3. december 2021,19:45,1:1,Fulham FC,AFC Bournemouth,"{'46': 'away', '84': 'home'}",2021-2022,21
4. december 2021,12:30,1:2,Coventry City,West Bromwich Albion,"{'20': 'away', '43': 'away', '83': 'home'}",2021-2022,21
4. december 2021,15:00,1:0,Blackburn Rovers,Preston North End,{'53': 'home'},2021-2022,21
4. december 2021,15:00,0:3,Blackpool FC,Luton Town,"{'42': 'away', '54': 'away', '90': 'away'}",2021-2022,21
4. december 2021,15:00,1:0,Bristol City,Derby County,{'16': 'home'},2021-2022,21
4. december 2021,15:00,2:3,Cardiff City,Sheffield United,"{'32': 'home', '61': 'away', '73': 'away', '75': 'away', None: 'home'}",2021-2022,21
4. december 2021,15:00,1:1,Barnsley FC,Huddersfield Town,"{'33': 'away', '45': 'home'}",2021-2022,21
4. december 2021,15:00,1:0,Middlesbrough FC,Swansea City,{'26': 'home'},2021-2022,21
4. december 2021,15:00,3:1,Millwall FC,Birmingham City,"{'10': 'home', '41': 'home', '56': 'away', '73': 'home'}",2021-2022,21
4. december 2021,15:00,1:1,Reading FC,Hull City,"{'45': 'home', '55': 'away'}",2021-2022,21
4. december 2021,15:00,2:0,Nottingham Forest,Peterborough United,"{'72': 'home', None: 'home'}",2021-2022,21
5. december 2021,14:30,0:2,Queens Park Rangers,Stoke City,"{'14': 'away', '78': 'away'}",2021-2022,21
11. december 2021,12:30,1:1,Huddersfield Town,Coventry City,"{'18': 'home', '90': 'away'}",2021-2022,22
11. december 2021,15:00,0:2,AFC Bournemouth,Blackburn Rovers,"{'21': 'away', '65': 'away'}",2021-2022,22
11. december 2021,15:00,2:2,Birmingham City,Cardiff City,"{'29': 'home', '45': 'home', '66': 'away', '90': 'away'}",2021-2022,22
11. december 2021,15:00,1:0,Derby County,Blackpool FC,{'51': 'home'},2021-2022,22
11. december 2021,15:00,2:2,Hull City,Bristol City,"{'3': 'home', '54': 'away', '79': 'home', '90': 'away'}",2021-2022,22
11. december 2021,15:00,1:1,Luton Town,Fulham FC,"{'19': 'away', '62': 'home'}",2021-2022,22
11. december 2021,15:00,2:1,Peterborough United,Millwall FC,"{'16': 'away', '64': 'home', '68': 'home'}",2021-2022,22
11. december 2021,15:00,2:1,Preston North End,Barnsley FC,"{'57': 'home', '65': 'away', '78': 'home'}",2021-2022,22
11. december 2021,15:00,0:0,Stoke City,Middlesbrough FC,,2021-2022,22
11. december 2021,15:00,1:4,Swansea City,Nottingham Forest,"{'48': 'away', '50': 'away', '62': 'home', '68': 'away', '90': 'away'}",2021-2022,22
11. december 2021,15:00,1:0,West Bromwich Albion,Reading FC,{'62': 'home'},2021-2022,22
5. april 2022,19:45,1:0,Sheffield United,Queens Park Rangers,{'9': 'home'},2021-2022,22
17. december 2021,19:45,0:0,Barnsley FC,West Bromwich Albion,,2021-2022,23
18. december 2021,12:30,1:0,Middlesbrough FC,AFC Bournemouth,{'53': 'home'},2021-2022,23
18. december 2021,15:00,4:0,Blackburn Rovers,Birmingham City,"{'6': 'home', '52': 'home', '60': 'home', '79': 'home'}",2021-2022,23
18. december 2021,15:00,3:1,Blackpool FC,Peterborough United,"{'11': 'away', '27': 'home', '86': 'home', '90': 'home'}",2021-2022,23
18. december 2021,15:00,2:3,Bristol City,Huddersfield Town,"{'2': 'home', '41': 'away', '46': 'away', '55': 'away', '90': 'home'}",2021-2022,23
18. december 2021,15:00,2:1,Nottingham Forest,Hull City,"{'43': 'away', '55': 'home', '72': 'home'}",2021-2022,23
20. december 2021,19:45,0:1,Fulham FC,Sheffield United,{'3': 'away'},2021-2022,23
19. january 2022,20:00,0:2,Reading FC,Luton Town,"{'33': 'away', '58': 'away'}",2021-2022,23
25. january 2022,19:45,1:0,Coventry City,Stoke City,{'68': 'home'},2021-2022,23
25. january 2022,19:45,0:0,Queens Park Rangers,Swansea City,,2021-2022,23
1. february 2022,19:45,0:0,Millwall FC,Preston North End,,2021-2022,23
1. march 2022,19:45,1:0,Cardiff City,Derby County,{'85': 'home'},2021-2022,23
26. december 2021,15:00,2:0,Middlesbrough FC,Nottingham Forest,"{'17': 'home', '69': 'home'}",2021-2022,24
26. december 2021,15:00,3:2,Huddersfield Town,Blackpool FC,"{'1': 'away', '3': 'home', '18': 'away', '80': 'home', '84': 'home'}",2021-2022,24
27. december 2021,15:00,1:0,Derby County,West Bromwich Albion,{'58': 'home'},2021-2022,24
27. december 2021,17:30,0:1,Queens Park Rangers,AFC Bournemouth,{'41': 'away'},2021-2022,24
18. january 2022,19:45,6:2,Fulham FC,Birmingham City,"{'10': 'home', '35': 'home', '38': 'home', '43': 'home', '45': 'away', '74': 'away', '75': 'home', '90': 'home'}",2021-2022,24
18. january 2022,19:45,2:2,Preston North End,Sheffield United,"{'17': 'away', '39': 'away', '71': 'home', '89': 'home'}",2021-2022,24
19. january 2022,19:45,2:0,Hull City,Blackburn Rovers,"{'7': 'home', '67': 'home'}",2021-2022,24
25. january 2022,19:45,2:1,Luton Town,Bristol City,"{'42': 'home', '56': 'away', '68': 'home'}",2021-2022,24
15. february 2022,19:45,2:0,Cardiff City,Coventry City,"{'72': 'home', '87': 'home'}",2021-2022,24
16. february 2022,19:45,0:0,Peterborough United,Reading FC,,2021-2022,24
8. march 2022,19:45,1:1,Barnsley FC,Stoke City,"{'70': 'home', '90': 'away'}",2021-2022,24
5. april 2022,19:45,0:1,Millwall FC,Swansea City,{'46': 'away'},2021-2022,24
29. december 2021,19:45,2:1,Blackburn Rovers,Barnsley FC,"{'24': 'home', '45': 'away', '65': 'home'}",2021-2022,25
29. december 2021,19:45,1:2,Blackpool FC,Middlesbrough FC,"{'60': 'away', '90': 'away'}",2021-2022,25
29. december 2021,19:45,0:1,Coventry City,Millwall FC,{'79': 'away'},2021-2022,25
30. december 2021,19:45,3:0,AFC Bournemouth,Cardiff City,"{'25': 'home', '68': 'home', '83': 'home'}",2021-2022,25
30. december 2021,19:45,1:2,Bristol City,Queens Park Rangers,"{'3': 'home', '45': 'away', '90': 'away'}",2021-2022,25
30. december 2021,19:45,0:1,Nottingham Forest,Huddersfield Town,{'30': 'away'},2021-2022,25
30. december 2021,19:45,1:2,Stoke City,Derby County,"{'16': 'away', '78': 'home', '85': 'away'}",2021-2022,25
11. january 2022,20:00,0:7,Reading FC,Fulham FC,"{'13': 'away', '45': 'away', '60': 'away', '68': 'away', '70': 'away', '75': 'away', '89': 'away'}",2021-2022,25
25. january 2022,19:45,2:2,Birmingham City,Peterborough United,"{'16': 'away', '67': 'away', '85': 'home', '88': 'home'}",2021-2022,25
26. january 2022,20:00,0:2,West Bromwich Albion,Preston North End,"{'41': 'away', '76': 'away'}",2021-2022,25
1. february 2022,19:45,0:1,Swansea City,Luton Town,{'72': 'away'},2021-2022,25
15. february 2022,19:45,0:0,Sheffield United,Hull City,,2021-2022,25
1. january 2022,15:00,1:0,Blackpool FC,Hull City,{'31': 'home'},2021-2022,26
2. january 2022,13:00,3:2,Bristol City,Millwall FC,"{'7': 'home', None: 'away', '29': 'away', '73': 'home', '85': 'home'}",2021-2022,26
2. january 2022,14:00,1:2,Birmingham City,Queens Park Rangers,"{'14': 'away', '71': 'away', '75': 'home'}",2021-2022,26
2. january 2022,14:00,1:1,West Bromwich Albion,Cardiff City,"{'34': 'away', '48': 'home'}",2021-2022,26
2. january 2022,14:15,0:0,Blackburn Rovers,Huddersfield Town,,2021-2022,26
3. january 2022,15:00,2:2,Reading FC,Derby County,"{'37': 'home', '56': 'home', '86': 'away', '90': 'away'}",2021-2022,26
3. january 2022,15:00,1:2,Stoke City,Preston North End,"{'46': 'home', '59': 'away', '81': 'away'}",2021-2022,26
25. january 2022,19:45,3:0,Nottingham Forest,Barnsley FC,"{'15': 'home', '38': 'home', '75': 'home'}",2021-2022,26
8. march 2022,19:45,1:1,AFC Bournemouth,Peterborough United,"{'30': 'away', '52': 'home'}",2021-2022,26
8. march 2022,19:45,0:1,Coventry City,Luton Town,{'38': 'away'},2021-2022,26
8. march 2022,19:45,4:1,Sheffield United,Middlesbrough FC,"{'23': 'home', '25': 'home', '59': 'home', '62': 'away', '79': 'home'}",2021-2022,26
8. march 2022,19:45,1:5,Swansea City,Fulham FC,"{'46': 'away', '52': 'away', '73': 'away', '75': 'home', '77': 'away', '85': 'away'}",2021-2022,26
15. january 2022,12:30,0:1,Cardiff City,Blackburn Rovers,{'14': 'away'},2021-2022,27
15. january 2022,12:30,3:2,Luton Town,AFC Bournemouth,"{'30': 'home', '42': 'home', '51': 'away', '78': 'away', '90': 'home'}",2021-2022,27
15. january 2022,15:00,2:0,Derby County,Sheffield United,"{'69': 'home', '78': 'home'}",2021-2022,27
15. january 2022,15:00,6:2,Fulham FC,Bristol City,"{'7': 'away', '21': 'home', '29': 'away', '31': 'home', '36': 'home', '41': 'home', '45': 'home', '57': 'home'}",2021-2022,27
15. january 2022,15:00,2:1,Middlesbrough FC,Reading FC,"{'68': 'away', '84': 'home', '90': 'home'}",2021-2022,27
15. january 2022,15:00,0:1,Millwall FC,Nottingham Forest,{'90': 'away'},2021-2022,27
15. january 2022,15:00,1:1,Huddersfield Town,Swansea City,"{'15': 'home', '78': 'away'}",2021-2022,27
15. january 2022,15:00,1:4,Peterborough United,Coventry City,"{'15': 'away', '25': 'away', '37': 'home', '81': 'away', '90': 'away'}",2021-2022,27
15. january 2022,15:00,1:1,Preston North End,Birmingham City,"{'31': 'home', '86': 'away'}",2021-2022,27
15. january 2022,15:00,1:0,Queens Park Rangers,West Bromwich Albion,{'89': 'home'},2021-2022,27
16. january 2022,12:00,0:2,Hull City,Stoke City,"{'22': 'away', '50': 'away'}",2021-2022,27
26. april 2022,19:45,0:2,Barnsley FC,Blackpool FC,"{'39': 'away', '66': 'away'}",2021-2022,27
22. january 2022,12:30,3:2,Bristol City,Cardiff City,"{'31': 'away', '33': 'home', '63': 'home', '77': 'home', '90': 'away'}",2021-2022,28
22. january 2022,12:30,2:1,Nottingham Forest,Derby County,"{'48': 'home', '82': 'home', '88': 'away'}",2021-2022,28
22. january 2022,15:00,0:1,AFC Bournemouth,Hull City,{'77': 'away'},2021-2022,28
22. january 2022,15:00,2:1,Birmingham City,Barnsley FC,"{'34': 'home', '51': 'home', '87': 'away'}",2021-2022,28
22. january 2022,15:00,1:0,Blackpool FC,Millwall FC,{'55': 'home'},2021-2022,28
22. january 2022,15:00,1:2,Coventry City,Queens Park Rangers,"{'6': 'away', '50': 'home', '88': 'away'}",2021-2022,28
22. january 2022,15:00,3:4,Reading FC,Huddersfield Town,"{'5': 'home', '9': 'away', '15': 'away', '22': 'home', '25': 'away', '45': 'home', '53': 'away'}",2021-2022,28
22. january 2022,15:00,2:0,Sheffield United,Luton Town,"{'48': 'home', '51': 'home'}",2021-2022,28
22. january 2022,15:00,2:3,Stoke City,Fulham FC,"{'1': 'home', '2': 'away', '33': 'away', '58': 'home', '72': 'away'}",2021-2022,28
22. january 2022,15:00,1:0,Swansea City,Preston North End,{'51': 'home'},2021-2022,28
22. january 2022,15:00,3:0,West Bromwich Albion,Peterborough United,"{'78': 'home', '85': 'home', '89': 'home'}",2021-2022,28
24. january 2022,19:45,1:0,Blackburn Rovers,Middlesbrough FC,{'76': 'home'},2021-2022,28
28. january 2022,19:45,1:1,Huddersfield Town,Stoke City,"{'27': 'home', '78': 'away'}",2021-2022,29
29. january 2022,15:00,0:1,Barnsley FC,AFC Bournemouth,{'12': 'away'},2021-2022,29
29. january 2022,15:00,1:1,Fulham FC,Blackpool FC,"{'6': 'home', '57': 'away'}",2021-2022,29
29. january 2022,15:00,1:0,Middlesbrough FC,Coventry City,{'58': 'home'},2021-2022,29
29. january 2022,15:00,2:0,Millwall FC,West Bromwich Albion,"{'67': 'home', '76': 'home'}",2021-2022,29
29. january 2022,15:00,2:0,Hull City,Swansea City,"{'5': 'home', '17': 'home'}",2021-2022,29
29. january 2022,15:00,0:0,Luton Town,Blackburn Rovers,,2021-2022,29
29. january 2022,15:00,2:2,Preston North End,Bristol City,"{'12': 'away', '52': 'home', '81': 'away', '90': 'home'}",2021-2022,29
29. january 2022,15:00,4:0,Queens Park Rangers,Reading FC,"{'13': 'home', '35': 'home', '37': 'home', '51': 'home'}",2021-2022,29
29. january 2022,17:30,0:2,Peterborough United,Sheffield United,"{'54': 'away', '81': 'away'}",2021-2022,29
30. january 2022,13:30,2:2,Derby County,Birmingham City,"{'7': 'away', '56': 'away', '87': 'home', '90': 'home'}",2021-2022,29
30. january 2022,16:00,2:1,Cardiff City,Nottingham Forest,"{'6': 'home', '65': 'home', '90': 'away'}",2021-2022,29
2. february 2022,19:45,0:1,Barnsley FC,Cardiff City,{'71': 'away'},2021-2022,30
2. february 2022,19:45,2:0,Huddersfield Town,Derby County,"{'75': 'home', '79': 'home'}",2021-2022,30
4. february 2022,19:45,1:2,Birmingham City,Sheffield United,"{'61': 'home', '64': 'away', '74': 'away'}",2021-2022,30
5. february 2022,15:00,3:1,Blackpool FC,Bristol City,"{'36': 'home', '39': 'home', '48': 'home', '86': 'away'}",2021-2022,30
5. february 2022,15:00,0:1,Hull City,Preston North End,{'51': 'away'},2021-2022,30
5. february 2022,17:30,1:0,Swansea City,Blackburn Rovers,{'16': 'home'},2021-2022,30
15. february 2022,19:45,2:0,Millwall FC,Queens Park Rangers,"{'48': 'home', '64': 'home'}",2021-2022,30
5. april 2022,19:45,1:1,Peterborough United,Luton Town,"{'49': 'away', '87': 'home'}",2021-2022,30
5. april 2022,20:00,2:1,Reading FC,Stoke City,"{None: 'home', '44': 'away', '63': 'home'}",2021-2022,30
6. april 2022,19:45,0:1,Middlesbrough FC,Fulham FC,{'73': 'away'},2021-2022,30
6. april 2022,19:45,2:0,Nottingham Forest,Coventry City,"{'25': 'home', '61': 'home'}",2021-2022,30
6. april 2022,20:00,2:0,West Bromwich Albion,AFC Bournemouth,"{'8': 'home', '12': 'home'}",2021-2022,30
8. february 2022,19:45,1:1,Coventry City,Blackpool FC,"{'24': 'away', '42': 'home'}",2021-2022,31
8. february 2022,19:45,3:1,Derby County,Hull City,"{'19': 'home', '38': 'home', '47': 'home', '65': 'away'}",2021-2022,31
8. february 2022,19:45,3:0,Fulham FC,Millwall FC,"{'29': 'home', '50': 'home', '87': 'home'}",2021-2022,31
8. february 2022,19:45,2:1,Luton Town,Barnsley FC,"{'28': 'home', '44': 'away', '59': 'home'}",2021-2022,31
8. february 2022,19:45,3:0,Stoke City,Swansea City,"{'47': 'home', '59': 'home', '78': 'home'}",2021-2022,31
9. february 2022,19:45,4:0,Cardiff City,Peterborough United,"{'4': 'home', '39': 'home', '57': 'home', '85': 'home'}",2021-2022,31
9. february 2022,19:45,3:1,AFC Bournemouth,Birmingham City,"{'17': 'home', '31': 'home', '69': 'away', '76': 'home'}",2021-2022,31
9. february 2022,19:45,0:2,Blackburn Rovers,Nottingham Forest,"{'22': 'away', '90': 'away'}",2021-2022,31
9. february 2022,19:45,2:1,Bristol City,Reading FC,"{'44': 'home', '47': 'home', '74': 'away'}",2021-2022,31
9. february 2022,19:45,0:0,Preston North End,Huddersfield Town,,2021-2022,31
9. february 2022,19:45,2:2,Queens Park Rangers,Middlesbrough FC,"{'29': 'home', '45': 'away', '46': 'home', '60': 'away'}",2021-2022,31
9. february 2022,19:45,2:0,Sheffield United,West Bromwich Albion,"{'22': 'home', '80': 'home'}",2021-2022,31
12. february 2022,12:30,0:0,Huddersfield Town,Sheffield United,,2021-2022,32
12. february 2022,15:00,3:0,Birmingham City,Luton Town,"{'25': 'home', '46': 'home', '69': 'home'}",2021-2022,32
12. february 2022,15:00,1:2,Blackpool FC,AFC Bournemouth,"{'37': 'home', '86': 'away', '90': 'away'}",2021-2022,32
12. february 2022,15:00,1:0,Barnsley FC,Queens Park Rangers,{'74': 'home'},2021-2022,32
12. february 2022,15:00,4:1,Middlesbrough FC,Derby County,"{'15': 'home', '39': 'away', '44': 'home', '45': 'home', '89': 'home'}",2021-2022,32
12. february 2022,15:00,2:1,Millwall FC,Cardiff City,"{'73': 'home', '82': 'home', '90': 'away'}",2021-2022,32
12. february 2022,15:00,2:3,Reading FC,Coventry City,"{'23': 'home', '45': 'away', '47': 'away', '55': 'home', '65': 'away'}",2021-2022,32
12. february 2022,15:00,0:1,Hull City,Fulham FC,{'57': 'away'},2021-2022,32
12. february 2022,15:00,2:2,Nottingham Forest,Stoke City,"{'56': 'home', '68': 'away', '88': 'away', '90': 'home'}",2021-2022,32
12. february 2022,15:00,0:1,Peterborough United,Preston North End,{'80': 'away'},2021-2022,32
13. february 2022,13:00,3:1,Swansea City,Bristol City,"{'42': 'away', '54': 'home', '79': 'home', '90': 'home'}",2021-2022,32
14. february 2022,20:00,0:0,West Bromwich Albion,Blackburn Rovers,,2021-2022,32
19. february 2022,12:30,1:2,Fulham FC,Huddersfield Town,"{'31': 'away', '43': 'away', '83': 'home'}",2021-2022,33
19. february 2022,15:00,2:1,Bristol City,Middlesbrough FC,"{'7': 'home', '68': 'home', '90': 'away'}",2021-2022,33
19. february 2022,15:00,1:1,Cardiff City,Blackpool FC,"{'11': 'away', '49': 'home'}",2021-2022,33
19. february 2022,15:00,1:0,Coventry City,Barnsley FC,{'90': 'home'},2021-2022,33
19. february 2022,15:00,1:0,Derby County,Peterborough United,{'90': 'home'},2021-2022,33
19. february 2022,15:00,2:0,Luton Town,West Bromwich Albion,"{'55': 'home', '83': 'home'}",2021-2022,33
19. february 2022,15:00,2:3,Preston North End,Reading FC,"{'2': 'away', '19': 'away', '55': 'away', '57': 'home', '74': 'home'}",2021-2022,33
19. february 2022,15:00,1:1,Queens Park Rangers,Hull City,"{'26': 'away', '75': 'home'}",2021-2022,33
19. february 2022,15:00,4:0,Sheffield United,Swansea City,"{'14': 'home', '17': 'home', '38': 'home', '78': 'home'}",2021-2022,33
19. february 2022,15:00,2:2,Stoke City,Birmingham City,"{'12': 'away', '25': 'home', '52': 'home', '58': 'away'}",2021-2022,33
8. march 2022,19:45,0:0,Blackburn Rovers,Millwall FC,,2021-2022,33
3. may 2022,19:00,1:0,AFC Bournemouth,Nottingham Forest,{'83': 'home'},2021-2022,33
22. february 2022,19:45,1:2,Bristol City,Coventry City,"{'25': 'away', '62': 'home', '89': 'away'}",2021-2022,34
22. february 2022,19:45,2:1,Middlesbrough FC,West Bromwich Albion,"{'28': 'away', '60': 'home', '69': 'home'}",2021-2022,34
22. february 2022,19:45,0:2,Hull City,Barnsley FC,"{'27': 'away', '45': 'away'}",2021-2022,34
22. february 2022,19:45,0:0,Preston North End,Nottingham Forest,,2021-2022,34
22. february 2022,20:00,2:1,Reading FC,Birmingham City,"{'67': 'home', '73': 'home', '82': 'away'}",2021-2022,34
23. february 2022,19:45,1:2,Derby County,Millwall FC,"{'2': 'away', '30': 'away', '88': 'home'}",2021-2022,34
23. february 2022,19:45,2:1,Fulham FC,Peterborough United,"{'29': 'home', '62': 'home', '89': 'away'}",2021-2022,34
23. february 2022,19:45,2:1,Huddersfield Town,Cardiff City,"{'61': 'away', '88': 'home', '90': 'home'}",2021-2022,34
23. february 2022,19:45,2:1,Queens Park Rangers,Blackpool FC,"{'31': 'home', '82': 'away', '89': 'home'}",2021-2022,34
23. february 2022,19:45,1:0,Sheffield United,Blackburn Rovers,{'90': 'home'},2021-2022,34
23. february 2022,19:45,1:2,Stoke City,Luton Town,"{'56': 'away', '82': 'away', '90': 'home'}",2021-2022,34
26. april 2022,19:45,3:3,Swansea City,AFC Bournemouth,"{'6': 'home', '12': 'home', '58': 'home', '72': 'away', '81': 'away', '90': 'away'}",2021-2022,34
26. february 2022,12:30,1:0,Blackburn Rovers,Queens Park Rangers,{'77': 'home'},2021-2022,35
26. february 2022,15:00,2:1,AFC Bournemouth,Stoke City,"{'20': 'away', '83': 'home', '89': 'home'}",2021-2022,35
26. february 2022,15:00,0:2,Birmingham City,Huddersfield Town,"{None: 'away', '44': 'away'}",2021-2022,35
26. february 2022,15:00,4:1,Blackpool FC,Reading FC,"{'17': 'away', '27': 'home', '61': 'home', '86': 'home', '90': 'home'}",2021-2022,35
26. february 2022,15:00,0:1,Cardiff City,Fulham FC,{'41': 'away'},2021-2022,35
26. february 2022,15:00,1:1,Coventry City,Preston North End,"{'89': 'away', '90': 'home'}",2021-2022,35
26. february 2022,15:00,3:2,Barnsley FC,Middlesbrough FC,"{'7': 'home', '16': 'home', '54': 'home', '61': 'away', '90': 'away'}",2021-2022,35
26. february 2022,15:00,1:0,Millwall FC,Sheffield United,{'61': 'home'},2021-2022,35
26. february 2022,15:00,1:0,Luton Town,Derby County,{'67': 'home'},2021-2022,35
26. february 2022,15:00,2:0,Nottingham Forest,Bristol City,"{'38': 'home', '55': 'home'}",2021-2022,35
26. february 2022,15:00,0:3,Peterborough United,Hull City,"{'25': 'away', '51': 'away', '70': 'away'}",2021-2022,35
28. february 2022,20:00,0:2,West Bromwich Albion,Swansea City,"{'79': 'away', '84': 'away'}",2021-2022,35
4. march 2022,19:45,3:0,Huddersfield Town,Peterborough United,"{'3': 'home', '7': 'home', '72': 'home'}",2021-2022,36
4. march 2022,19:45,1:1,Sheffield United,Nottingham Forest,"{'69': 'home', '90': 'away'}",2021-2022,36
5. march 2022,12:30,2:0,Fulham FC,Blackburn Rovers,"{'25': 'home', '35': 'home'}",2021-2022,36
5. march 2022,15:00,1:2,Bristol City,Birmingham City,"{'2': 'away', '13': 'away', '48': 'home'}",2021-2022,36
5. march 2022,15:00,2:0,Derby County,Barnsley FC,"{'22': 'home', '47': 'home'}",2021-2022,36
5. march 2022,15:00,2:1,Middlesbrough FC,Luton Town,"{'17': 'home', '87': 'home', '90': 'away'}",2021-2022,36
5. march 2022,15:00,0:1,Reading FC,Millwall FC,{'37': 'away'},2021-2022,36
5. march 2022,15:00,0:2,Hull City,West Bromwich Albion,"{'17': 'away', '48': 'away'}",2021-2022,36
5. march 2022,15:00,2:1,Preston North End,AFC Bournemouth,"{'50': 'away', '54': 'home', '89': 'home'}",2021-2022,36
5. march 2022,15:00,1:2,Queens Park Rangers,Cardiff City,"{'38': 'home', '70': 'away', '74': 'away'}",2021-2022,36
5. march 2022,15:00,0:1,Stoke City,Blackpool FC,{'86': 'away'},2021-2022,36
5. march 2022,15:00,3:1,Swansea City,Coventry City,"{'12': 'home', '40': 'home', '48': 'home', '84': 'away'}",2021-2022,36
11. march 2022,20:00,2:2,West Bromwich Albion,Huddersfield Town,"{'24': 'away', '74': 'away', '84': 'home', '85': 'home'}",2021-2022,37
12. march 2022,12:30,1:1,Barnsley FC,Fulham FC,"{'44': 'home', '86': 'away'}",2021-2022,37
12. march 2022,15:00,2:0,AFC Bournemouth,Derby County,"{'45': 'home', '90': 'home'}",2021-2022,37
12. march 2022,15:00,0:0,Birmingham City,Hull City,,2021-2022,37
12. march 2022,15:00,0:1,Blackburn Rovers,Bristol City,{'90': 'away'},2021-2022,37
12. march 2022,15:00,1:0,Blackpool FC,Swansea City,{'4': 'home'},2021-2022,37
12. march 2022,15:00,0:0,Cardiff City,Preston North End,,2021-2022,37
12. march 2022,15:00,4:1,Coventry City,Sheffield United,"{'16': 'away', '20': 'home', '52': 'home', '59': 'home', '68': 'home'}",2021-2022,37
12. march 2022,15:00,0:0,Millwall FC,Middlesbrough FC,,2021-2022,37
12. march 2022,15:00,4:0,Nottingham Forest,Reading FC,"{'1': 'home', '62': 'home', '75': 'home', '80': 'home'}",2021-2022,37
12. march 2022,15:00,2:2,Peterborough United,Stoke City,"{'28': 'away', '33': 'home', '84': 'away', '90': 'home'}",2021-2022,37
13. march 2022,12:00,1:2,Luton Town,Queens Park Rangers,"{'37': 'home', '55': 'away', None: 'away'}",2021-2022,37
15. march 2022,19:45,1:1,AFC Bournemouth,Reading FC,"{'8': 'home', '83': 'away'}",2021-2022,38
15. march 2022,19:45,0:2,Birmingham City,Middlesbrough FC,"{'23': 'away', '62': 'away'}",2021-2022,38
15. march 2022,19:45,3:1,Blackburn Rovers,Derby County,"{'28': 'away', '53': 'home', '59': 'home', '90': 'home'}",2021-2022,38
15. march 2022,19:45,2:0,Barnsley FC,Bristol City,"{'10': 'home', '21': 'home'}",2021-2022,38
15. march 2022,20:00,1:0,West Bromwich Albion,Fulham FC,{'64': 'home'},2021-2022,38
16. march 2022,19:45,3:1,Nottingham Forest,Queens Park Rangers,"{'40': 'away', '55': 'home', '83': 'home', '87': 'home'}",2021-2022,38
16. march 2022,19:45,0:0,Blackpool FC,Sheffield United,,2021-2022,38
16. march 2022,19:45,2:1,Cardiff City,Stoke City,"{'23': 'away', '39': 'home', '43': 'home'}",2021-2022,38
16. march 2022,19:45,0:2,Coventry City,Hull City,"{'4': 'away', '28': 'away'}",2021-2022,38
16. march 2022,19:45,2:0,Millwall FC,Huddersfield Town,"{'27': 'home', '57': 'home'}",2021-2022,38
16. march 2022,19:45,4:0,Luton Town,Preston North End,"{'9': 'home', '28': 'home', '42': 'home', '59': 'home'}",2021-2022,38
16. march 2022,19:45,2:3,Peterborough United,Swansea City,"{'44': 'away', '51': 'home', '63': 'home', '71': 'away', '90': 'away'}",2021-2022,38
19. march 2022,12:30,1:1,Derby County,Coventry City,"{'28': 'away', '66': 'home'}",2021-2022,39
19. march 2022,12:30,2:0,Sheffield United,Barnsley FC,"{'54': 'home', '76': 'home'}",2021-2022,39
19. march 2022,15:00,2:2,Bristol City,West Bromwich Albion,"{'29': 'home', '68': 'away', '85': 'home', '90': 'away'}",2021-2022,39
19. march 2022,15:00,1:0,Reading FC,Blackburn Rovers,{'78': 'home'},2021-2022,39
19. march 2022,15:00,0:3,Huddersfield Town,AFC Bournemouth,"{'19': 'away', '31': 'away', '46': 'away'}",2021-2022,39
19. march 2022,15:00,1:3,Hull City,Luton Town,"{'9': 'away', '56': 'away', '72': 'away', '90': 'home'}",2021-2022,39
19. march 2022,15:00,2:0,Stoke City,Millwall FC,"{'19': 'home', '70': 'home'}",2021-2022,39
19. march 2022,15:00,0:0,Swansea City,Birmingham City,,2021-2022,39
20. march 2022,12:30,1:3,Queens Park Rangers,Peterborough United,"{'9': 'home', '39': 'away', '53': 'away', '54': 'away'}",2021-2022,39
5. april 2022,19:45,1:0,Preston North End,Blackpool FC,{'45': 'home'},2021-2022,39
26. april 2022,19:45,0:1,Fulham FC,Nottingham Forest,{'15': 'away'},2021-2022,39
27. april 2022,19:45,2:0,Middlesbrough FC,Cardiff City,"{'28': 'home', '53': 'home'}",2021-2022,39
1. april 2022,19:45,0:1,Hull City,Huddersfield Town,{'79': 'away'},2021-2022,40
2. april 2022,12:30,1:4,Blackpool FC,Nottingham Forest,"{'11': 'away', '30': 'away', '36': 'away', '82': 'away', '89': 'home'}",2021-2022,40
2. april 2022,15:00,3:2,AFC Bournemouth,Bristol City,"{'4': 'away', '40': 'home', '52': 'home', '81': 'home', '90': 'away'}",2021-2022,40
2. april 2022,15:00,0:4,Cardiff City,Swansea City,"{'6': 'away', '57': 'away', '78': 'away', '82': 'away'}",2021-2022,40
2. april 2022,15:00,2:2,Coventry City,Blackburn Rovers,"{'9': 'home', '46': 'away', '82': 'away', '90': 'home'}",2021-2022,40
2. april 2022,15:00,1:0,Derby County,Preston North End,{'80': 'home'},2021-2022,40
2. april 2022,15:00,1:1,Barnsley FC,Reading FC,"{'5': 'home', '82': 'away'}",2021-2022,40
2. april 2022,15:00,2:2,Luton Town,Millwall FC,"{'25': 'away', '33': 'home', '81': 'away', '87': 'home'}",2021-2022,40
2. april 2022,15:00,0:4,Peterborough United,Middlesbrough FC,"{'26': 'away', '49': 'away', '82': 'away', '90': 'away'}",2021-2022,40
