date,time,final_score,goals,country,league,home,away
11. september 2021,15:00,3:0,"{'8': 'home', '46': 'home', '82': 'home'}",england,championship,afc-bournemouth,barnsley-fc
9. february 2022,19:45,3:1,"{'17': 'home', '31': 'home', '69': 'away', '76': 'home'}",england,championship,afc-bournemouth,birmingham-city
11. december 2021,15:00,0:2,"{'21': 'away', '65': 'away'}",england,championship,afc-bournemouth,blackburn-rovers
21. august 2021,15:00,2:2,"{'6': 'home', '19': 'home', '57': 'away', '60': 'away'}",england,championship,afc-bournemouth,blackpool-fc
2. april 2022,15:00,3:2,"{'4': 'away', '40': 'home', '52': 'home', '81': 'home', '90': 'away'}",england,championship,afc-bournemouth,bristol-city
30. december 2021,19:45,3:0,"{'25': 'home', '68': 'home', '83': 'home'}",england,championship,afc-bournemouth,cardiff-city
27. november 2021,15:00,2:2,"{'45': 'home', '66': 'home', '85': 'away', '90': 'away'}",england,championship,afc-bournemouth,coventry-city
12. march 2022,15:00,2:0,"{'45': 'home', '90': 'home'}",england,championship,afc-bournemouth,derby-county
23. april 2022,15:00,1:1,"{'56': 'away', '90': 'home'}",england,championship,afc-bournemouth,fulham-fc
23. october 2021,15:00,3:0,"{'10': 'home', '21': 'home', '64': 'home'}",england,championship,afc-bournemouth,huddersfield-town
22. january 2022,15:00,0:1,{'77': 'away'},england,championship,afc-bournemouth,hull-city
25. september 2021,15:00,2:1,"{'17': 'home', '31': 'home', '64': 'away'}",england,championship,afc-bournemouth,luton-town
15. april 2022,15:00,0:0,,england,championship,afc-bournemouth,middlesbrough-fc
7. may 2022,12:30,1:0,{'81': 'home'},england,championship,afc-bournemouth,millwall-fc
3. may 2022,19:00,1:0,{'83': 'home'},england,championship,afc-bournemouth,nottingham-forest
8. march 2022,19:45,1:1,"{'30': 'away', '52': 'home'}",england,championship,afc-bournemouth,peterborough-united
3. november 2021,19:45,1:2,"{'52': 'away', '60': 'home', '78': 'away'}",england,championship,afc-bournemouth,preston-north-end
14. september 2021,19:45,2:1,"{'12': 'home', '37': 'home', '57': 'away'}",england,championship,afc-bournemouth,queens-park-rangers
15. march 2022,19:45,1:1,"{'8': 'home', '83': 'away'}",england,championship,afc-bournemouth,reading-fc
2. october 2021,15:00,2:1,"{'56': 'away', '62': 'home', '65': 'home'}",england,championship,afc-bournemouth,sheffield-united
26. february 2022,15:00,2:1,"{'20': 'away', '83': 'home', '89': 'home'}",england,championship,afc-bournemouth,stoke-city
6. november 2021,15:00,4:0,"{'26': 'home', '49': 'home', '64': 'home', '90': 'home'}",england,championship,afc-bournemouth,swansea-city
6. august 2021,19:45,2:2,"{'12': 'home', '33': 'away', '52': 'home', '67': 'away'}",england,championship,afc-bournemouth,west-bromwich-albion
29. january 2022,15:00,0:1,{'12': 'away'},england,championship,barnsley-fc,afc-bournemouth
28. august 2021,15:00,1:1,"{'6': 'home', '33': 'away'}",england,championship,barnsley-fc,birmingham-city
18. september 2021,15:00,0:0,,england,championship,barnsley-fc,blackburn-rovers
26. april 2022,19:45,0:2,"{'39': 'away', '66': 'away'}",england,championship,barnsley-fc,blackpool-fc
15. march 2022,19:45,2:0,"{'10': 'home', '21': 'home'}",england,championship,barnsley-fc,bristol-city
2. february 2022,19:45,0:1,{'71': 'away'},england,championship,barnsley-fc,cardiff-city
14. august 2021,15:00,1:0,{'39': 'home'},england,championship,barnsley-fc,coventry-city
3. november 2021,19:45,2:1,"{'24': 'away', '39': 'home', '50': 'home'}",england,championship,barnsley-fc,derby-county
12. march 2022,12:30,1:1,"{'44': 'home', '86': 'away'}",england,championship,barnsley-fc,fulham-fc
4. december 2021,15:00,1:1,"{'33': 'away', '45': 'home'}",england,championship,barnsley-fc,huddersfield-town
6. november 2021,15:00,0:2,"{'33': 'away', '75': 'away'}",england,championship,barnsley-fc,hull-city
17. august 2021,19:45,0:1,{'4': 'away'},england,championship,barnsley-fc,luton-town
26. february 2022,15:00,3:2,"{'7': 'home', '16': 'home', '54': 'home', '61': 'away', '90': 'away'}",england,championship,barnsley-fc,middlesbrough-fc
2. october 2021,15:00,0:1,{'89': 'away'},england,championship,barnsley-fc,millwall-fc
29. september 2021,19:45,1:3,"{'20': 'home', '61': 'away', '68': 'away', '82': 'away'}",england,championship,barnsley-fc,nottingham-forest
18. april 2022,15:00,0:2,"{'25': 'away', '75': 'away'}",england,championship,barnsley-fc,peterborough-united
30. april 2022,12:30,1:3,"{'17': 'home', '23': 'away', '54': 'away', '74': 'away'}",england,championship,barnsley-fc,preston-north-end
12. february 2022,15:00,1:0,{'74': 'home'},england,championship,barnsley-fc,queens-park-rangers
2. april 2022,15:00,1:1,"{'5': 'home', '82': 'away'}",england,championship,barnsley-fc,reading-fc
24. october 2021,12:30,2:3,"{'51': 'away', '53': 'away', '72': 'away', '78': 'home', '82': 'home'}",england,championship,barnsley-fc,sheffield-united
8. march 2022,19:45,1:1,"{'70': 'home', '90': 'away'}",england,championship,barnsley-fc,stoke-city
24. november 2021,19:45,0:2,"{'74': 'away', '79': 'away'}",england,championship,barnsley-fc,swansea-city
17. december 2021,19:45,0:0,,england,championship,barnsley-fc,west-bromwich-albion
18. august 2021,19:45,0:2,"{'77': 'away', '87': 'away'}",england,championship,birmingham-city,afc-bournemouth
22. january 2022,15:00,2:1,"{'34': 'home', '51': 'home', '87': 'away'}",england,championship,birmingham-city,barnsley-fc
7. may 2022,12:30,1:2,"{'29': 'away', '45': 'away', '78': 'home'}",england,championship,birmingham-city,blackburn-rovers
27. november 2021,15:00,1:0,{'81': 'home'},england,championship,birmingham-city,blackpool-fc
2. november 2021,19:45,3:0,"{'14': 'home', '67': 'home', '76': 'home'}",england,championship,birmingham-city,bristol-city
11. december 2021,15:00,2:2,"{'29': 'home', '45': 'home', '66': 'away', '90': 'away'}",england,championship,birmingham-city,cardiff-city
15. april 2022,15:00,2:4,"{'12': 'home', '39': 'home', '40': 'away', '45': 'away', '71': 'away', '90': 'away'}",england,championship,birmingham-city,coventry-city
10. september 2021,20:00,2:0,"{'31': 'home', '81': 'home'}",england,championship,birmingham-city,derby-county
15. september 2021,19:45,1:4,"{'10': 'away', '44': 'away', '54': 'away', '83': 'away', '87': 'home'}",england,championship,birmingham-city,fulham-fc
26. february 2022,15:00,0:2,"{None: 'away', '44': 'away'}",england,championship,birmingham-city,huddersfield-town
12. march 2022,15:00,0:0,,england,championship,birmingham-city,hull-city
12. february 2022,15:00,3:0,"{'25': 'home', '46': 'home', '69': 'home'}",england,championship,birmingham-city,luton-town
15. march 2022,19:45,0:2,"{'23': 'away', '62': 'away'}",england,championship,birmingham-city,middlesbrough-fc
23. april 2022,15:00,2:2,"{'47': 'home', '68': 'away', '79': 'home', '90': 'away'}",england,championship,birmingham-city,millwall-fc
2. october 2021,15:00,0:3,"{'11': 'away', '29': 'away', '53': 'away'}",england,championship,birmingham-city,nottingham-forest
25. january 2022,19:45,2:2,"{'16': 'away', '67': 'away', '85': 'home', '88': 'home'}",england,championship,birmingham-city,peterborough-united
25. september 2021,15:00,0:0,,england,championship,birmingham-city,preston-north-end
2. january 2022,14:00,1:2,"{'14': 'away', '71': 'away', '75': 'home'}",england,championship,birmingham-city,queens-park-rangers
6. november 2021,15:30,1:2,"{'3': 'home', '70': 'away', '82': 'away'}",england,championship,birmingham-city,reading-fc
4. february 2022,19:45,1:2,"{'61': 'home', '64': 'away', '74': 'away'}",england,championship,birmingham-city,sheffield-united
14. august 2021,15:00,0:0,,england,championship,birmingham-city,stoke-city
23. october 2021,15:00,2:1,"{'47': 'home', '77': 'away', '82': 'home'}",england,championship,birmingham-city,swansea-city
3. april 2022,15:00,1:0,{'67': 'home'},england,championship,birmingham-city,west-bromwich-albion
30. april 2022,15:00,0:3,"{'21': 'away', '70': 'away', '79': 'away'}",england,championship,blackburn-rovers,afc-bournemouth
29. december 2021,19:45,2:1,"{'24': 'home', '45': 'away', '65': 'home'}",england,championship,blackburn-rovers,barnsley-fc
18. december 2021,15:00,4:0,"{'6': 'home', '52': 'home', '60': 'home', '79': 'home'}",england,championship,blackburn-rovers,birmingham-city
9. april 2022,15:00,1:1,"{'10': 'home', '48': 'away'}",england,championship,blackburn-rovers,blackpool-fc
12. march 2022,15:00,0:1,{'90': 'away'},england,championship,blackburn-rovers,bristol-city
25. september 2021,15:00,5:1,"{'24': 'home', '32': 'home', '45': 'home', '53': 'home', '58': 'away', '90': 'home'}",england,championship,blackburn-rovers,cardiff-city
16. october 2021,15:00,2:2,"{'39': 'home', '45': 'home', '62': 'away', '68': 'away'}",england,championship,blackburn-rovers,coventry-city
15. march 2022,19:45,3:1,"{'28': 'away', '53': 'home', '59': 'home', '90': 'home'}",england,championship,blackburn-rovers,derby-county
3. november 2021,19:45,0:7,"{'6': 'away', '19': 'away', '54': 'away', '58': 'away', '79': 'away', '81': 'away', '90': 'away'}",england,championship,blackburn-rovers,fulham-fc
2. january 2022,14:15,0:0,,england,championship,blackburn-rovers,huddersfield-town
14. september 2021,19:45,2:0,"{'61': 'home', '65': 'home'}",england,championship,blackburn-rovers,hull-city
11. september 2021,15:00,2:2,"{'27': 'home', '31': 'home', '73': 'away', '90': 'away'}",england,championship,blackburn-rovers,luton-town
24. january 2022,19:45,1:0,{'76': 'home'},england,championship,blackburn-rovers,middlesbrough-fc
8. march 2022,19:45,0:0,,england,championship,blackburn-rovers,millwall-fc
9. february 2022,19:45,0:2,"{'22': 'away', '90': 'away'}",england,championship,blackburn-rovers,nottingham-forest
24. november 2021,19:45,4:0,"{'16': 'home', '35': 'home', '45': 'home', '60': 'home'}",england,championship,blackburn-rovers,peterborough-united
4. december 2021,15:00,1:0,{'53': 'home'},england,championship,blackburn-rovers,preston-north-end
26. february 2022,12:30,1:0,{'77': 'home'},england,championship,blackburn-rovers,queens-park-rangers
23. october 2021,15:00,2:0,"{'61': 'home', '64': 'home'}",england,championship,blackburn-rovers,reading-fc
6. november 2021,15:00,3:1,"{'2': 'away', '37': 'home', '59': 'home', '70': 'home'}",england,championship,blackburn-rovers,sheffield-united
18. april 2022,15:00,0:1,{'4': 'away'},england,championship,blackburn-rovers,stoke-city
7. august 2021,15:00,2:1,"{'36': 'home', '48': 'home', '52': 'away'}",england,championship,blackburn-rovers,swansea-city
21. august 2021,15:00,1:2,"{'1': 'away', '45': 'away', '51': 'home'}",england,championship,blackburn-rovers,west-bromwich-albion
12. february 2022,15:00,1:2,"{'37': 'home', '86': 'away', '90': 'away'}",england,championship,blackpool-fc,afc-bournemouth
25. september 2021,15:00,1:0,{'32': 'home'},england,championship,blackpool-fc,barnsley-fc
18. april 2022,15:00,6:1,"{'3': 'home', '14': 'home', '40': 'home', '56': 'home', '63': 'away', '85': 'home', '90': 'home'}",england,championship,blackpool-fc,birmingham-city
2. october 2021,15:00,2:1,"{'4': 'home', '24': 'home', '50': 'away'}",england,championship,blackpool-fc,blackburn-rovers
5. february 2022,15:00,3:1,"{'36': 'home', '39': 'home', '48': 'home', '86': 'away'}",england,championship,blackpool-fc,bristol-city
14. august 2021,15:00,0:2,"{'52': 'away', '86': 'away'}",england,championship,blackpool-fc,cardiff-city
17. august 2021,19:45,0:1,{'45': 'away'},england,championship,blackpool-fc,coventry-city
30. april 2022,15:00,0:2,"{'73': 'away', '82': 'away'}",england,championship,blackpool-fc,derby-county
11. september 2021,15:00,1:0,{'49': 'home'},england,championship,blackpool-fc,fulham-fc
14. september 2021,19:45,0:3,"{'48': 'away', '54': 'away', '62': 'away'}",england,championship,blackpool-fc,huddersfield-town
1. january 2022,15:00,1:0,{'31': 'home'},england,championship,blackpool-fc,hull-city
4. december 2021,15:00,0:3,"{'42': 'away', '54': 'away', '90': 'away'}",england,championship,blackpool-fc,luton-town
29. december 2021,19:45,1:2,"{'60': 'away', '90': 'away'}",england,championship,blackpool-fc,middlesbrough-fc
22. january 2022,15:00,1:0,{'55': 'home'},england,championship,blackpool-fc,millwall-fc
2. april 2022,12:30,1:4,"{'11': 'away', '30': 'away', '36': 'away', '82': 'away', '89': 'home'}",england,championship,blackpool-fc,nottingham-forest
18. december 2021,15:00,3:1,"{'11': 'away', '27': 'home', '86': 'home', '90': 'home'}",england,championship,blackpool-fc,peterborough-united
23. october 2021,15:00,2:0,"{'27': 'home', '68': 'home'}",england,championship,blackpool-fc,preston-north-end
6. november 2021,17:30,1:1,"{'26': 'away', '54': 'home'}",england,championship,blackpool-fc,queens-park-rangers
26. february 2022,15:00,4:1,"{'17': 'away', '27': 'home', '61': 'home', '86': 'home', '90': 'home'}",england,championship,blackpool-fc,reading-fc
16. march 2022,19:45,0:0,,england,championship,blackpool-fc,sheffield-united
3. november 2021,19:45,0:1,{'79': 'away'},england,championship,blackpool-fc,stoke-city
12. march 2022,15:00,1:0,{'4': 'home'},england,championship,blackpool-fc,swansea-city
23. november 2021,19:45,0:0,,england,championship,blackpool-fc,west-bromwich-albion
16. october 2021,15:00,0:2,"{'21': 'away', '45': 'away'}",england,championship,bristol-city,afc-bournemouth
30. october 2021,15:00,2:1,"{'28': 'away', '42': 'home', '45': 'home'}",england,championship,bristol-city,barnsley-fc
5. march 2022,15:00,1:2,"{'2': 'away', '13': 'away', '48': 'home'}",england,championship,bristol-city,birmingham-city
20. november 2021,15:00,1:1,"{'34': 'home', '75': 'away'}",england,championship,bristol-city,blackburn-rovers
7. august 2021,15:00,1:1,"{'44': 'home', '90': 'away'}",england,championship,bristol-city,blackpool-fc
22. january 2022,12:30,3:2,"{'31': 'away', '33': 'home', '63': 'home', '77': 'home', '90': 'away'}",england,championship,bristol-city,cardiff-city
22. february 2022,19:45,1:2,"{'25': 'away', '62': 'home', '89': 'away'}",england,championship,bristol-city,coventry-city
4. december 2021,15:00,1:0,{'16': 'home'},england,championship,bristol-city,derby-county
25. september 2021,15:00,1:1,"{'50': 'away', '79': 'home'}",england,championship,bristol-city,fulham-fc
18. december 2021,15:00,2:3,"{'2': 'home', '41': 'away', '46': 'away', '55': 'away', '90': 'home'}",england,championship,bristol-city,huddersfield-town
30. april 2022,15:00,5:0,"{'5': 'home', '33': 'home', '35': 'home', '54': 'home', '82': 'home'}",england,championship,bristol-city,hull-city
15. september 2021,19:45,1:1,"{'57': 'home', '90': 'away'}",england,championship,bristol-city,luton-town
19. february 2022,15:00,2:1,"{'7': 'home', '68': 'home', '90': 'away'}",england,championship,bristol-city,middlesbrough-fc
2. january 2022,13:00,3:2,"{'7': 'home', None: 'away', '29': 'away', '73': 'home', '85': 'home'}",england,championship,bristol-city,millwall-fc
19. october 2021,19:45,1:2,"{'39': 'home', '90': 'away'}",england,championship,bristol-city,nottingham-forest
9. april 2022,15:00,1:1,"{'43': 'home', '65': 'away'}",england,championship,bristol-city,peterborough-united
11. september 2021,15:00,0:0,,england,championship,bristol-city,preston-north-end
30. december 2021,19:45,1:2,"{'3': 'home', '45': 'away', '90': 'away'}",england,championship,bristol-city,queens-park-rangers
9. february 2022,19:45,2:1,"{'44': 'home', '47': 'home', '74': 'away'}",england,championship,bristol-city,reading-fc
18. april 2022,17:30,1:1,"{'49': 'home', '60': 'away'}",england,championship,bristol-city,sheffield-united
24. november 2021,19:45,1:0,{'38': 'home'},england,championship,bristol-city,stoke-city
20. august 2021,19:45,0:1,{'19': 'away'},england,championship,bristol-city,swansea-city
19. march 2022,15:00,2:2,"{'29': 'home', '68': 'away', '85': 'home', '90': 'away'}",england,championship,bristol-city,west-bromwich-albion
18. september 2021,15:00,0:1,{'54': 'away'},england,championship,cardiff-city,afc-bournemouth
7. august 2021,15:00,1:1,"{'54': 'home', '69': 'away'}",england,championship,cardiff-city,barnsley-fc
30. april 2022,15:00,1:1,"{'22': 'away', '82': 'home'}",england,championship,cardiff-city,birmingham-city
15. january 2022,12:30,0:1,{'14': 'away'},england,championship,cardiff-city,blackburn-rovers
19. february 2022,15:00,1:1,"{'11': 'away', '49': 'home'}",england,championship,cardiff-city,blackpool-fc
28. august 2021,12:30,1:2,"{'21': 'away', '59': 'home', '70': 'away'}",england,championship,cardiff-city,bristol-city
15. february 2022,19:45,2:0,"{'72': 'home', '87': 'home'}",england,championship,cardiff-city,coventry-city
1. march 2022,19:45,1:0,{'85': 'home'},england,championship,cardiff-city,derby-county
26. february 2022,15:00,0:1,{'41': 'away'},england,championship,cardiff-city,fulham-fc
6. november 2021,15:00,2:1,"{'12': 'away', '74': 'home', '90': 'home'}",england,championship,cardiff-city,huddersfield-town
24. november 2021,19:45,0:1,{'15': 'away'},england,championship,cardiff-city,hull-city
18. april 2022,15:00,0:1,{'71': 'away'},england,championship,cardiff-city,luton-town
23. october 2021,12:30,0:2,"{'35': 'away', '74': 'away'}",england,championship,cardiff-city,middlesbrough-fc
21. august 2021,15:00,3:1,"{'66': 'home', '70': 'home', '76': 'away', '83': 'home'}",england,championship,cardiff-city,millwall-fc
30. january 2022,16:00,2:1,"{'6': 'home', '65': 'home', '90': 'away'}",england,championship,cardiff-city,nottingham-forest
9. february 2022,19:45,4:0,"{'4': 'home', '39': 'home', '57': 'home', '85': 'home'}",england,championship,cardiff-city,peterborough-united
12. march 2022,15:00,0:0,,england,championship,cardiff-city,preston-north-end
3. november 2021,19:45,0:1,{'37': 'away'},england,championship,cardiff-city,queens-park-rangers
2. october 2021,15:00,0:1,{'38': 'away'},england,championship,cardiff-city,reading-fc
4. december 2021,15:00,2:3,"{'32': 'home', '61': 'away', '73': 'away', '75': 'away', None: 'home'}",england,championship,cardiff-city,sheffield-united
16. march 2022,19:45,2:1,"{'23': 'away', '39': 'home', '43': 'home'}",england,championship,cardiff-city,stoke-city
2. april 2022,15:00,0:4,"{'6': 'away', '57': 'away', '78': 'away', '82': 'away'}",england,championship,cardiff-city,swansea-city
28. september 2021,19:45,0:4,"{'5': 'away', '56': 'away', '75': 'away', '82': 'away'}",england,championship,cardiff-city,west-bromwich-albion
18. april 2022,15:00,0:3,"{'12': 'away', '45': 'away', '55': 'away'}",england,championship,coventry-city,afc-bournemouth
19. february 2022,15:00,1:0,{'90': 'home'},england,championship,coventry-city,barnsley-fc
23. november 2021,19:45,0:0,,england,championship,coventry-city,birmingham-city
2. april 2022,15:00,2:2,"{'9': 'home', '46': 'away', '82': 'away', '90': 'home'}",england,championship,coventry-city,blackburn-rovers
8. february 2022,19:45,1:1,"{'24': 'away', '42': 'home'}",england,championship,coventry-city,blackpool-fc
6. november 2021,15:00,3:2,"{'45': 'away', '51': 'home', '68': 'away', '74': 'home', '90': 'home'}",england,championship,coventry-city,bristol-city
15. september 2021,19:45,1:0,{'15': 'home'},england,championship,coventry-city,cardiff-city
23. october 2021,15:00,1:1,"{'20': 'home', '78': 'away'}",england,championship,coventry-city,derby-county
2. october 2021,12:30,4:1,"{'18': 'away', '47': 'home', '51': 'home', '61': 'home', '70': 'home'}",england,championship,coventry-city,fulham-fc
30. april 2022,15:00,1:2,"{'45': 'away', '79': 'away', '90': 'home'}",england,championship,coventry-city,huddersfield-town
16. march 2022,19:45,0:2,"{'4': 'away', '28': 'away'}",england,championship,coventry-city,hull-city
8. march 2022,19:45,0:1,{'38': 'away'},england,championship,coventry-city,luton-town
11. september 2021,15:00,2:0,"{'71': 'home', '90': 'home'}",england,championship,coventry-city,middlesbrough-fc
29. december 2021,19:45,0:1,{'79': 'away'},england,championship,coventry-city,millwall-fc
8. august 2021,16:30,2:1,"{'36': 'away', '81': 'home', '90': 'home'}",england,championship,coventry-city,nottingham-forest
24. september 2021,19:45,3:0,"{'57': 'home', '61': 'home', '64': 'home'}",england,championship,coventry-city,peterborough-united
26. february 2022,15:00,1:1,"{'89': 'away', '90': 'home'}",england,championship,coventry-city,preston-north-end
22. january 2022,15:00,1:2,"{'6': 'away', '50': 'home', '88': 'away'}",england,championship,coventry-city,queens-park-rangers
21. august 2021,15:00,2:1,"{'40': 'away', '62': 'home', '90': 'home'}",england,championship,coventry-city,reading-fc
12. march 2022,15:00,4:1,"{'16': 'away', '20': 'home', '52': 'home', '59': 'home', '68': 'home'}",england,championship,coventry-city,sheffield-united
25. january 2022,19:45,1:0,{'68': 'home'},england,championship,coventry-city,stoke-city
2. november 2021,19:45,1:2,"{'5': 'away', '12': 'away', '27': 'home'}",england,championship,coventry-city,swansea-city
4. december 2021,12:30,1:2,"{'20': 'away', '43': 'away', '83': 'home'}",england,championship,coventry-city,west-bromwich-albion
21. november 2021,12:00,3:2,"{'13': 'home', '19': 'away', '38': 'away', '62': 'home', '69': 'home'}",england,championship,derby-county,afc-bournemouth
5. march 2022,15:00,2:0,"{'22': 'home', '47': 'home'}",england,championship,derby-county,barnsley-fc
30. january 2022,13:30,2:2,"{'7': 'away', '56': 'away', '87': 'home', '90': 'home'}",england,championship,derby-county,birmingham-city
30. october 2021,15:00,1:2,"{'8': 'away', '20': 'away', '89': 'home'}",england,championship,derby-county,blackburn-rovers
11. december 2021,15:00,1:0,{'51': 'home'},england,championship,derby-county,blackpool-fc
23. april 2022,15:00,1:3,"{'10': 'away', '38': 'away', '61': 'home', '79': 'away'}",england,championship,derby-county,bristol-city
7. may 2022,12:30,0:1,{'55': 'away'},england,championship,derby-county,cardiff-city
19. march 2022,12:30,1:1,"{'28': 'away', '66': 'home'}",england,championship,derby-county,coventry-city
15. april 2022,20:00,2:1,"{'20': 'away', '51': 'home', '73': 'home'}",england,championship,derby-county,fulham-fc
7. august 2021,15:00,1:1,"{'39': 'home', '45': 'away'}",england,championship,derby-county,huddersfield-town
8. february 2022,19:45,3:1,"{'19': 'home', '38': 'home', '47': 'home', '65': 'away'}",england,championship,derby-county,hull-city
19. october 2021,19:45,2:2,"{'20': 'home', None: 'away', '60': 'home', '83': 'away'}",england,championship,derby-county,luton-town
21. august 2021,15:00,0:0,,england,championship,derby-county,middlesbrough-fc
23. february 2022,19:45,1:2,"{'2': 'away', '30': 'away', '88': 'home'}",england,championship,derby-county,millwall-fc
28. august 2021,12:30,1:1,"{'11': 'home', '82': 'away'}",england,championship,derby-county,nottingham-forest
19. february 2022,15:00,1:0,{'90': 'home'},england,championship,derby-county,peterborough-united
2. april 2022,15:00,1:0,{'80': 'home'},england,championship,derby-county,preston-north-end
29. november 2021,19:45,1:2,"{'10': 'home', '50': 'away', '90': 'away'}",england,championship,derby-county,queens-park-rangers
29. september 2021,19:45,1:0,{'33': 'home'},england,championship,derby-county,reading-fc
15. january 2022,15:00,2:0,"{'69': 'home', '78': 'home'}",england,championship,derby-county,sheffield-united
18. september 2021,15:00,2:1,"{'31': 'home', '34': 'home', '58': 'away'}",england,championship,derby-county,stoke-city
2. october 2021,15:00,0:0,,england,championship,derby-county,swansea-city
27. december 2021,15:00,1:0,{'58': 'home'},england,championship,derby-county,west-bromwich-albion
3. december 2021,19:45,1:1,"{'46': 'away', '84': 'home'}",england,championship,fulham-fc,afc-bournemouth
20. november 2021,15:00,4:1,"{'24': 'home', '34': 'home', '72': 'home', '78': 'away', '81': 'home'}",england,championship,fulham-fc,barnsley-fc
18. january 2022,19:45,6:2,"{'10': 'home', '35': 'home', '38': 'home', '43': 'home', '45': 'away', '74': 'away', '75': 'home', '90': 'home'}",england,championship,fulham-fc,birmingham-city
5. march 2022,12:30,2:0,"{'25': 'home', '35': 'home'}",england,championship,fulham-fc,blackburn-rovers
29. january 2022,15:00,1:1,"{'6': 'home', '57': 'away'}",england,championship,fulham-fc,blackpool-fc
15. january 2022,15:00,6:2,"{'7': 'away', '21': 'home', '29': 'away', '31': 'home', '36': 'home', '41': 'home', '45': 'home', '57': 'home'}",england,championship,fulham-fc,bristol-city
20. october 2021,19:45,2:0,"{'57': 'home', '63': 'home'}",england,championship,fulham-fc,cardiff-city
10. april 2022,15:00,1:3,"{'20': 'away', '24': 'away', '82': 'home', '90': 'away'}",england,championship,fulham-fc,coventry-city
24. november 2021,19:45,0:0,,england,championship,fulham-fc,derby-county
19. february 2022,12:30,1:2,"{'31': 'away', '43': 'away', '83': 'home'}",england,championship,fulham-fc,huddersfield-town
21. august 2021,15:00,2:0,"{'22': 'home', '34': 'home'}",england,championship,fulham-fc,hull-city
2. may 2022,17:15,7:0,"{'29': 'home', '39': 'home', '54': 'home', '62': 'home', '65': 'home', '79': 'home', '90': 'home'}",england,championship,fulham-fc,luton-town
8. august 2021,13:30,1:1,"{'29': 'home', '77': 'away'}",england,championship,fulham-fc,middlesbrough-fc
8. february 2022,19:45,3:0,"{'29': 'home', '50': 'home', '87': 'home'}",england,championship,fulham-fc,millwall-fc
26. april 2022,19:45,0:1,{'15': 'away'},england,championship,fulham-fc,nottingham-forest
23. february 2022,19:45,2:1,"{'29': 'home', '62': 'home', '89': 'away'}",england,championship,fulham-fc,peterborough-united
19. april 2022,19:45,3:0,"{'9': 'home', '34': 'home', '41': 'home'}",england,championship,fulham-fc,preston-north-end
16. october 2021,12:30,4:1,"{'10': 'home', '55': 'away', '67': 'home', '71': 'home', '90': 'home'}",england,championship,fulham-fc,queens-park-rangers
18. september 2021,15:00,1:2,"{'19': 'away', '53': 'away', '86': 'home'}",england,championship,fulham-fc,reading-fc
20. december 2021,19:45,0:1,{'3': 'away'},england,championship,fulham-fc,sheffield-united
28. august 2021,15:00,3:0,"{'5': 'home', '53': 'home', '72': 'home'}",england,championship,fulham-fc,stoke-city
29. september 2021,19:45,3:1,"{'12': 'home', '32': 'home', '38': 'away', '45': 'home'}",england,championship,fulham-fc,swansea-city
30. october 2021,12:30,3:0,"{'20': 'home', '40': 'home', '82': 'home'}",england,championship,fulham-fc,west-bromwich-albion
19. march 2022,15:00,0:3,"{'19': 'away', '31': 'away', '46': 'away'}",england,championship,huddersfield-town,afc-bournemouth
22. april 2022,19:45,2:1,"{'4': 'home', '45': 'home', '90': 'away'}",england,championship,huddersfield-town,barnsley-fc
20. october 2021,19:45,0:0,,england,championship,huddersfield-town,birmingham-city
28. september 2021,19:45,3:2,"{'36': 'home', '57': 'away', '60': 'home', '65': 'away', '84': 'home'}",england,championship,huddersfield-town,blackburn-rovers
26. december 2021,15:00,3:2,"{'1': 'away', '3': 'home', '18': 'away', '80': 'home', '84': 'home'}",england,championship,huddersfield-town,blackpool-fc
7. may 2022,12:30,2:0,"{'33': 'home', None: 'home'}",england,championship,huddersfield-town,bristol-city
23. february 2022,19:45,2:1,"{'61': 'away', '88': 'home', '90': 'home'}",england,championship,huddersfield-town,cardiff-city
11. december 2021,12:30,1:1,"{'18': 'home', '90': 'away'}",england,championship,huddersfield-town,coventry-city
2. february 2022,19:45,2:0,"{'75': 'home', '79': 'home'}",england,championship,huddersfield-town,derby-county
14. august 2021,15:00,1:5,"{'9': 'away', '37': 'away', '41': 'home', '43': 'away', '78': 'away', '90': 'away'}",england,championship,huddersfield-town,fulham-fc
16. october 2021,15:00,2:0,"{'9': 'home', '73': 'home'}",england,championship,huddersfield-town,hull-city
11. april 2022,19:45,2:0,"{'59': 'home', '89': 'home'}",england,championship,huddersfield-town,luton-town
27. november 2021,15:00,1:2,"{'16': 'away', '23': 'away', '90': 'home'}",england,championship,huddersfield-town,middlesbrough-fc
30. october 2021,15:00,1:0,{'82': 'home'},england,championship,huddersfield-town,millwall-fc
18. september 2021,15:00,0:2,"{'22': 'away', '48': 'away'}",england,championship,huddersfield-town,nottingham-forest
4. march 2022,19:45,3:0,"{'3': 'home', '7': 'home', '72': 'home'}",england,championship,huddersfield-town,peterborough-united
17. august 2021,19:45,1:0,{'74': 'home'},england,championship,huddersfield-town,preston-north-end
15. april 2022,17:30,2:2,"{'6': 'home', '43': 'away', '53': 'home', '58': 'away'}",england,championship,huddersfield-town,queens-park-rangers
28. august 2021,15:00,4:0,"{'39': 'home', '51': 'home', '66': 'home', '68': 'home'}",england,championship,huddersfield-town,reading-fc
12. february 2022,12:30,0:0,,england,championship,huddersfield-town,sheffield-united
28. january 2022,19:45,1:1,"{'27': 'home', '78': 'away'}",england,championship,huddersfield-town,stoke-city
