date,time,final_score,goals,country,league,home,away
2. october 2022,14:00,5:0,"{'12': 'home', '39': 'home', '53': 'home', '76': 'home', '90': 'home'}",italy,serie a,sassuolo-calcio,us-salernitana-1919
13. may 2023,17:00,2:0,"{'75': 'home', '85': 'home'}",italy,serie a,spezia-calcio,ac-milan
28. april 2023,19:45,0:2,"{'21': 'away', '90': 'away'}",italy,serie a,spezia-calcio,ac-monza
30. october 2022,14:00,1:2,"{'14': 'away', '35': 'home', '90': 'away'}",italy,serie a,spezia-calcio,acf-fiorentina
22. january 2023,17:00,0:2,"{'45': 'away', '49': 'away'}",italy,serie a,spezia-calcio,as-roma
4. january 2023,13:30,2:2,"{'8': 'home', '31': 'home', '77': 'away', '90': 'away'}",italy,serie a,spezia-calcio,atalanta
4. september 2022,14:00,2:2,"{'6': 'away', '45': 'home', '54': 'home', '64': 'away'}",italy,serie a,spezia-calcio,bologna-fc
14. august 2022,19:45,1:0,{'36': 'home'},italy,serie a,spezia-calcio,empoli-fc
5. march 2023,11:30,0:0,,italy,serie a,spezia-calcio,hellas-verona
10. march 2023,19:45,2:1,"{'55': 'home', '83': 'away', '87': 'home'}",italy,serie a,spezia-calcio,inter
19. february 2023,17:00,0:2,"{'32': 'away', '66': 'away'}",italy,serie a,spezia-calcio,juventus
14. april 2023,19:45,0:3,"{'36': 'away', '52': 'away', '89': 'away'}",italy,serie a,spezia-calcio,lazio-roma
17. september 2022,17:00,2:1,"{'11': 'away', '12': 'home', '72': 'home'}",italy,serie a,spezia-calcio,sampdoria
27. august 2022,19:45,2:2,"{'27': 'away', '30': 'home', '45': 'home', '50': 'away'}",italy,serie a,spezia-calcio,sassuolo-calcio
5. february 2023,11:30,0:3,"{'47': 'away', '68': 'away', '73': 'away'}",italy,serie a,spezia-calcio,ssc-napoli
27. may 2023,14:00,0:4,"{'24': 'away', '72': 'away', '76': 'away', '90': 'away'}",italy,serie a,spezia-calcio,torino-fc
8. november 2022,17:30,1:1,"{'33': 'home', '43': 'away'}",italy,serie a,spezia-calcio,udinese-calcio
16. october 2022,14:00,2:2,"{'2': 'away', '19': 'home', '22': 'home', '52': 'away'}",italy,serie a,spezia-calcio,us-cremonese
8. january 2023,14:00,0:0,,italy,serie a,spezia-calcio,us-lecce
2. april 2023,14:00,1:1,"{'43': 'away', '70': 'home'}",italy,serie a,spezia-calcio,us-salernitana-1919
2. april 2023,19:45,0:4,"{'17': 'away', '25': 'away', '59': 'away', '67': 'away'}",italy,serie a,ssc-napoli,ac-milan
21. august 2022,17:30,4:0,"{'35': 'home', '45': 'home', '62': 'home', '90': 'home'}",italy,serie a,ssc-napoli,ac-monza
7. may 2023,17:00,1:0,{'74': 'home'},italy,serie a,ssc-napoli,acf-fiorentina
29. january 2023,19:45,2:1,"{'17': 'home', '75': 'away', '86': 'home'}",italy,serie a,ssc-napoli,as-roma
11. march 2023,17:00,2:0,"{'60': 'home', '77': 'home'}",italy,serie a,ssc-napoli,atalanta
16. october 2022,17:00,3:2,"{'41': 'away', '45': 'home', '49': 'home', '51': 'away', '69': 'home'}",italy,serie a,ssc-napoli,bologna-fc
8. november 2022,17:30,2:0,"{'69': 'home', '88': 'home'}",italy,serie a,ssc-napoli,empoli-fc
15. april 2023,17:00,0:0,,italy,serie a,ssc-napoli,hellas-verona
21. may 2023,17:00,3:1,"{'67': 'home', '82': 'away', '85': 'home', '90': 'home'}",italy,serie a,ssc-napoli,inter
13. january 2023,19:45,5:1,"{'14': 'home', '39': 'home', '42': 'away', '55': 'home', '65': 'home', '72': 'home'}",italy,serie a,ssc-napoli,juventus
3. march 2023,19:45,0:1,{'67': 'away'},italy,serie a,ssc-napoli,lazio-roma
4. june 2023,17:30,2:0,"{'64': 'home', '85': 'home'}",italy,serie a,ssc-napoli,sampdoria
29. october 2022,14:00,4:0,"{'4': 'home', '19': 'home', '36': 'home', '77': 'home'}",italy,serie a,ssc-napoli,sassuolo-calcio
10. september 2022,14:00,1:0,{'89': 'home'},italy,serie a,ssc-napoli,spezia-calcio
1. october 2022,14:00,3:1,"{'6': 'home', '12': 'home', '37': 'home', '44': 'away'}",italy,serie a,ssc-napoli,torino-fc
12. november 2022,14:00,3:2,"{'15': 'home', '31': 'home', '58': 'home', '79': 'away', '82': 'away'}",italy,serie a,ssc-napoli,udinese-calcio
12. february 2023,19:45,3:0,"{'21': 'home', '65': 'home', '79': 'home'}",italy,serie a,ssc-napoli,us-cremonese
31. august 2022,19:45,1:1,"{'27': 'home', '31': 'away'}",italy,serie a,ssc-napoli,us-lecce
30. april 2023,14:00,1:1,"{'62': 'home', '84': 'away'}",italy,serie a,ssc-napoli,us-salernitana-1919
30. october 2022,19:45,2:1,"{'35': 'home', '37': 'home', '67': 'away'}",italy,serie a,torino-fc,ac-milan
7. may 2023,14:00,1:1,"{'46': 'home', '86': 'away'}",italy,serie a,torino-fc,ac-monza
21. may 2023,14:00,1:1,"{'48': 'away', '66': 'home'}",italy,serie a,torino-fc,acf-fiorentina
8. april 2023,17:30,0:1,{'8': 'away'},italy,serie a,torino-fc,as-roma
29. april 2023,19:45,1:2,"{'34': 'away', '75': 'home', '88': 'away'}",italy,serie a,torino-fc,atalanta
6. march 2023,19:45,1:0,{'22': 'home'},italy,serie a,torino-fc,bologna-fc
9. october 2022,11:30,1:1,"{'49': 'away', None: 'home'}",italy,serie a,torino-fc,empoli-fc
4. january 2023,13:30,1:1,"{'45': 'away', '64': 'home'}",italy,serie a,torino-fc,hellas-verona
3. june 2023,17:30,0:1,{'37': 'away'},italy,serie a,torino-fc,inter
15. october 2022,17:00,0:1,{'74': 'away'},italy,serie a,torino-fc,juventus
20. august 2022,17:30,0:0,,italy,serie a,torino-fc,lazio-roma
9. november 2022,19:45,2:0,"{'29': 'home', '59': 'home'}",italy,serie a,torino-fc,sampdoria
17. september 2022,19:45,0:1,{'90': 'away'},italy,serie a,torino-fc,sassuolo-calcio
15. january 2023,14:00,0:1,{'28': 'away'},italy,serie a,torino-fc,spezia-calcio
19. march 2023,14:00,0:4,"{'9': 'away', '35': 'away', '51': 'away', '68': 'away'}",italy,serie a,torino-fc,ssc-napoli
5. february 2023,14:00,1:0,{'49': 'home'},italy,serie a,torino-fc,udinese-calcio
20. february 2023,19:45,2:2,"{'41': 'home', '54': 'away', '74': 'away', '79': 'home'}",italy,serie a,torino-fc,us-cremonese
5. september 2022,19:45,1:0,{'40': 'home'},italy,serie a,torino-fc,us-lecce
16. april 2023,14:00,1:1,"{'9': 'away', '57': 'home'}",italy,serie a,torino-fc,us-salernitana-1919
18. march 2023,19:45,3:1,"{'9': 'home', '45': 'home', '70': 'home'}",italy,serie a,udinese-calcio,ac-milan
8. april 2023,11:30,2:2,"{'18': 'home', '48': 'away', '56': 'away', '90': 'home'}",italy,serie a,udinese-calcio,ac-monza
31. august 2022,17:30,1:0,{'17': 'home'},italy,serie a,udinese-calcio,acf-fiorentina
4. september 2022,19:45,4:0,"{'5': 'home', '56': 'home', '75': 'home', '82': 'home'}",italy,serie a,udinese-calcio,as-roma
9. october 2022,14:00,2:2,"{'36': 'away', '56': 'away', '67': 'home', '78': 'home'}",italy,serie a,udinese-calcio,atalanta
15. january 2023,14:00,1:2,"{'10': 'home', '59': 'away', '80': 'away'}",italy,serie a,udinese-calcio,bologna-fc
4. january 2023,19:45,1:1,"{'3': 'away', '70': 'home'}",italy,serie a,udinese-calcio,empoli-fc
30. january 2023,19:45,1:1,"{'4': 'away', '21': 'home'}",italy,serie a,udinese-calcio,hellas-verona
18. september 2022,11:30,3:1,"{'5': 'away', '22': 'home', '84': 'home', '90': 'home'}",italy,serie a,udinese-calcio,inter
4. june 2023,20:00,0:1,{'68': 'away'},italy,serie a,udinese-calcio,juventus
21. may 2023,19:45,0:1,{'61': 'away'},italy,serie a,udinese-calcio,lazio-roma
8. may 2023,17:30,2:0,"{'9': 'home', '34': 'home'}",italy,serie a,udinese-calcio,sampdoria
12. february 2023,11:30,2:2,"{'1': 'home', '6': 'away', '28': 'home', '45': 'away'}",italy,serie a,udinese-calcio,sassuolo-calcio
26. february 2023,17:00,2:2,"{'6': 'away', '22': 'home', '55': 'home', '72': 'away'}",italy,serie a,udinese-calcio,spezia-calcio
4. may 2023,19:45,1:1,"{'13': 'home', '52': 'away'}",italy,serie a,udinese-calcio,ssc-napoli
23. october 2022,11:30,1:2,"{'14': 'away', '26': 'home', '69': 'away'}",italy,serie a,udinese-calcio,torino-fc
23. april 2023,14:00,3:0,"{'2': 'home', '27': 'home', '36': 'home'}",italy,serie a,udinese-calcio,us-cremonese
4. november 2022,19:45,1:1,"{'33': 'away', '68': 'home'}",italy,serie a,udinese-calcio,us-lecce
20. august 2022,17:30,0:0,,italy,serie a,udinese-calcio,us-salernitana-1919
8. november 2022,19:45,0:0,,italy,serie a,us-cremonese,ac-milan
14. january 2023,14:00,2:3,"{'8': 'away', '19': 'away', '55': 'away', '67': 'home', '83': 'home'}",italy,serie a,us-cremonese,ac-monza
12. march 2023,14:00,0:2,"{'27': 'away', '50': 'away'}",italy,serie a,us-cremonese,acf-fiorentina
28. february 2023,17:30,2:1,"{'17': 'home', '71': 'away', '83': 'home'}",italy,serie a,us-cremonese,as-roma
1. april 2023,14:00,1:3,"{'44': 'away', '56': 'home', '72': 'away', '90': 'away'}",italy,serie a,us-cremonese,atalanta
20. may 2023,14:00,1:5,"{'14': 'away', '27': 'away', '45': 'away', '62': 'away', '80': 'away', '90': 'home'}",italy,serie a,us-cremonese,bologna-fc
14. april 2023,17:30,1:0,{'4': 'home'},italy,serie a,us-cremonese,empoli-fc
30. april 2023,14:00,1:1,"{'9': 'home', '75': 'away'}",italy,serie a,us-cremonese,hellas-verona
28. january 2023,17:00,1:2,"{'11': 'home', '21': 'away', '65': 'away'}",italy,serie a,us-cremonese,inter
4. january 2023,17:30,0:1,{'90': 'away'},italy,serie a,us-cremonese,juventus
18. september 2022,14:00,0:4,"{'7': 'away', '21': 'away', '45': 'away', '79': 'away'}",italy,serie a,us-cremonese,lazio-roma
24. october 2022,17:30,0:1,{'78': 'away'},italy,serie a,us-cremonese,sampdoria
4. september 2022,11:30,0:0,,italy,serie a,us-cremonese,sassuolo-calcio
6. may 2023,19:45,2:0,"{'41': 'home', '77': 'home'}",italy,serie a,us-cremonese,spezia-calcio
9. october 2022,17:00,1:4,"{'26': 'away', '47': 'home', '76': 'away', '90': 'away'}",italy,serie a,us-cremonese,ssc-napoli
27. august 2022,17:30,1:2,"{'17': 'away', '65': 'away', '80': 'home'}",italy,serie a,us-cremonese,torino-fc
30. october 2022,14:00,0:0,,italy,serie a,us-cremonese,udinese-calcio
4. february 2023,14:00,0:2,"{'58': 'away', '69': 'away'}",italy,serie a,us-cremonese,us-lecce
3. june 2023,20:00,2:0,"{'26': 'home', '88': 'home'}",italy,serie a,us-cremonese,us-salernitana-1919
14. january 2023,17:00,2:2,"{'3': 'home', '23': 'home', '58': 'away', '70': 'away'}",italy,serie a,us-lecce,ac-milan
11. september 2022,14:00,1:1,"{'35': 'away', '48': 'home'}",italy,serie a,us-lecce,ac-monza
17. october 2022,19:45,1:1,"{'43': 'home', '48': 'away'}",italy,serie a,us-lecce,acf-fiorentina
11. february 2023,17:00,1:1,"{'7': 'home', '17': 'away'}",italy,serie a,us-lecce,as-roma
9. november 2022,17:30,2:1,"{'28': 'home', '30': 'home', '40': 'away'}",italy,serie a,us-lecce,atalanta
4. june 2023,20:00,2:3,"{'17': 'home', '58': 'away', '81': 'away', '88': 'home', '90': 'away'}",italy,serie a,us-lecce,bologna-fc
28. august 2022,19:45,1:1,"{'22': 'away', '40': 'home'}",italy,serie a,us-lecce,empoli-fc
7. may 2023,19:45,0:1,{'71': 'away'},italy,serie a,us-lecce,hellas-verona
13. august 2022,19:45,1:2,"{'2': 'away', '48': 'home', '90': 'away'}",italy,serie a,us-lecce,inter
29. october 2022,17:00,0:1,{'73': 'away'},italy,serie a,us-lecce,juventus
4. january 2023,15:30,2:1,"{'14': 'away', '57': 'home', '71': 'home'}",italy,serie a,us-lecce,lazio-roma
16. april 2023,11:30,1:1,"{'31': 'home', '75': 'away'}",italy,serie a,us-lecce,sampdoria
25. february 2023,19:45,0:1,{'65': 'away'},italy,serie a,us-lecce,sassuolo-calcio
21. may 2023,11:30,0:0,,italy,serie a,us-lecce,spezia-calcio
7. april 2023,18:00,1:2,"{'18': 'away', '52': 'home', '64': 'away'}",italy,serie a,us-lecce,ssc-napoli
12. march 2023,11:30,0:2,"{'20': 'away', '23': 'away'}",italy,serie a,us-lecce,torino-fc
28. april 2023,17:30,1:0,{'62': 'home'},italy,serie a,us-lecce,udinese-calcio
2. october 2022,14:00,1:1,"{'19': 'away', '42': 'home'}",italy,serie a,us-lecce,us-cremonese
27. january 2023,19:45,1:2,"{'5': 'away', '20': 'away', '23': 'home'}",italy,serie a,us-lecce,us-salernitana-1919
4. january 2023,11:30,1:2,"{'10': 'away', '15': 'away', '83': 'home'}",italy,serie a,us-salernitana-1919,ac-milan
26. february 2023,14:00,3:0,"{'52': 'home', '65': 'home', '71': 'home'}",italy,serie a,us-salernitana-1919,ac-monza
3. may 2023,17:00,3:3,"{'10': 'home', '36': 'away', '59': 'home', '71': 'away', '81': 'home', '84': 'away'}",italy,serie a,us-salernitana-1919,acf-fiorentina
14. august 2022,19:45,0:1,{'33': 'away'},italy,serie a,us-salernitana-1919,as-roma
13. may 2023,14:00,1:0,{'90': 'home'},italy,serie a,us-salernitana-1919,atalanta
18. march 2023,17:00,2:2,"{'7': 'home', '11': 'away', '64': 'home', '73': 'away'}",italy,serie a,us-salernitana-1919,bologna-fc
5. september 2022,17:30,2:2,"{'31': 'away', '39': 'home', '61': 'home', '81': 'away'}",italy,serie a,us-salernitana-1919,empoli-fc
9. october 2022,14:00,2:1,"{'18': 'home', '56': 'away', '90': 'home'}",italy,serie a,us-salernitana-1919,hellas-verona
7. april 2023,16:00,1:1,"{'6': 'away', '90': 'home'}",italy,serie a,us-salernitana-1919,inter
7. february 2023,19:45,0:3,"{'26': 'away', '45': 'away', '47': 'away'}",italy,serie a,us-salernitana-1919,juventus
19. february 2023,14:00,0:2,"{'60': 'away', '69': 'away'}",italy,serie a,us-salernitana-1919,lazio-roma
28. august 2022,17:30,4:0,"{'7': 'home', '16': 'home', '50': 'home', '76': 'home'}",italy,serie a,us-salernitana-1919,sampdoria
22. april 2023,14:00,3:0,"{'9': 'home', '20': 'home', '65': 'home'}",italy,serie a,us-salernitana-1919,sassuolo-calcio
22. october 2022,14:00,1:0,{'48': 'home'},italy,serie a,us-salernitana-1919,spezia-calcio
21. january 2023,17:00,0:2,"{'45': 'away', '48': 'away'}",italy,serie a,us-salernitana-1919,ssc-napoli
8. january 2023,11:30,1:1,"{'36': 'away', '49': 'home'}",italy,serie a,us-salernitana-1919,torino-fc
27. may 2023,14:00,3:2,"{'25': 'away', '30': 'away', '43': 'home', '57': 'home', '90': 'home'}",italy,serie a,us-salernitana-1919,udinese-calcio
5. november 2022,14:00,2:2,"{'3': 'home', '12': 'away', '38': 'home', '89': 'away'}",italy,serie a,us-salernitana-1919,us-cremonese
16. september 2022,19:45,1:2,"{'43': 'away', '55': 'home', '83': 'away'}",italy,serie a,us-salernitana-1919,us-lecce
