date,time,final_score,goals,country,league,home,away
3. february 2023,20:00,1:0,{'15': 'home'},england,championship,west-bromwich-albion,coventry-city
11. march 2023,15:00,1:0,{'30': 'home'},england,championship,west-bromwich-albion,huddersfield-town
20. august 2022,15:00,5:2,"{'37': 'home', '48': 'home', '55': 'home', '70': 'home', '77': 'away', '85': 'home', '90': 'away'}",england,championship,west-bromwich-albion,hull-city
8. october 2022,15:00,0:0,,england,championship,west-bromwich-albion,luton-town
25. february 2023,15:00,2:0,"{'8': 'home', '10': 'home'}",england,championship,west-bromwich-albion,middlesbrough-fc
1. april 2023,15:00,0:0,,england,championship,west-bromwich-albion,millwall-fc
29. april 2023,17:30,2:1,"{'41': 'away', '45': 'home', '56': 'home'}",england,championship,west-bromwich-albion,norwich-city
29. december 2022,20:00,2:0,"{'36': 'home', '57': 'home'}",england,championship,west-bromwich-albion,preston-north-end
10. april 2023,15:00,2:2,"{'10': 'home', '13': 'home', '22': 'away', '49': 'away'}",england,championship,west-bromwich-albion,queens-park-rangers
2. january 2023,15:00,1:0,{'60': 'home'},england,championship,west-bromwich-albion,reading-fc
17. december 2022,15:00,3:0,"{'20': 'home', '57': 'home', '70': 'home'}",england,championship,west-bromwich-albion,rotherham-united
29. october 2022,12:30,0:2,"{'11': 'away', '23': 'away'}",england,championship,west-bromwich-albion,sheffield-united
12. november 2022,15:00,2:0,"{'39': 'home', '50': 'home'}",england,championship,west-bromwich-albion,stoke-city
23. april 2023,12:00,1:2,"{'45': 'home', '51': 'away', '84': 'away'}",england,championship,west-bromwich-albion,sunderland-afc
1. october 2022,15:00,2:3,"{None: 'away', '48': 'home', '65': 'home', '71': 'away', '89': 'away'}",england,championship,west-bromwich-albion,swansea-city
8. august 2022,20:00,1:1,"{'12': 'away', '45': 'home'}",england,championship,west-bromwich-albion,watford-fc
7. march 2023,20:00,1:0,{'27': 'home'},england,championship,west-bromwich-albion,wigan-athletic
4. march 2023,15:00,1:1,"{'4': 'away', '60': 'home'}",england,championship,wigan-athletic,birmingham-city
11. october 2022,19:45,1:0,{'62': 'home'},england,championship,wigan-athletic,blackburn-rovers
12. november 2022,15:00,2:1,"{'34': 'away', '54': 'home', '88': 'home'}",england,championship,wigan-athletic,blackpool-fc
13. august 2022,15:00,1:1,"{'6': 'away', '67': 'home'}",england,championship,wigan-athletic,bristol-city
27. august 2022,15:00,1:5,"{'17': 'away', '27': 'away', '43': 'home', '51': 'away', '86': 'away', '88': 'away'}",england,championship,wigan-athletic,burnley-fc
8. october 2022,15:00,1:3,"{'7': 'away', '65': 'away', '83': 'home', '90': 'away'}",england,championship,wigan-athletic,cardiff-city
14. march 2023,19:45,1:1,"{'52': 'away', '83': 'home'}",england,championship,wigan-athletic,coventry-city
11. february 2023,15:00,1:0,{'82': 'home'},england,championship,wigan-athletic,huddersfield-town
2. january 2023,15:00,1:4,"{'15': 'away', '63': 'home', '78': 'away', '85': 'away', '90': 'away'}",england,championship,wigan-athletic,hull-city
21. january 2023,15:00,0:2,"{'11': 'away', '53': 'away'}",england,championship,wigan-athletic,luton-town
19. october 2022,19:45,1:4,"{'34': 'home', '44': 'away', '51': 'away', '57': 'away', '69': 'away'}",england,championship,wigan-athletic,middlesbrough-fc
22. april 2023,15:00,2:1,"{'14': 'home', '30': 'away', '84': 'home'}",england,championship,wigan-athletic,millwall-fc
18. february 2023,15:00,0:0,,england,championship,wigan-athletic,norwich-city
30. july 2022,15:00,0:0,,england,championship,wigan-athletic,preston-north-end
1. april 2023,15:00,1:0,{'6': 'home'},england,championship,wigan-athletic,queens-park-rangers
17. september 2022,15:00,0:1,{'63': 'away'},england,championship,wigan-athletic,reading-fc
8. may 2023,15:00,0:0,,england,championship,wigan-athletic,rotherham-united
19. december 2022,20:00,1:2,"{'8': 'away', '56': 'away', '65': 'home'}",england,championship,wigan-athletic,sheffield-united
2. november 2022,19:45,0:1,{'62': 'away'},england,championship,wigan-athletic,stoke-city
29. december 2022,19:45,1:4,"{'19': 'away', '42': 'home', '66': 'away', '85': 'away', '89': 'away'}",england,championship,wigan-athletic,sunderland-afc
10. april 2023,15:00,0:2,"{'14': 'away', '34': 'away'}",england,championship,wigan-athletic,swansea-city
29. october 2022,15:00,0:1,{'87': 'away'},england,championship,wigan-athletic,watford-fc
30. august 2022,19:45,1:1,"{'6': 'home', '22': 'away'}",england,championship,wigan-athletic,west-bromwich-albion
