date,time,final_score,goals,country,league,home,away
9. april 2022,15:15,1:0,{'68': 'home'},spain,la liga,rcd-mallorca,atletico-madrid
26. september 2021,13:00,2:3,"{'9': 'away', '11': 'home', '45': 'home', '58': 'away', '88': 'away'}",spain,la liga,rcd-mallorca,ca-osasuna
5. february 2022,15:15,2:1,"{'8': 'away', '20': 'home', '66': 'home'}",spain,la liga,rcd-mallorca,cadiz-cf
19. april 2022,18:00,2:1,"{'11': 'home', '45': 'home', '73': 'away'}",spain,la liga,rcd-mallorca,cd-alaves
10. december 2021,20:00,0:0,,spain,la liga,rcd-mallorca,celta-vigo
7. november 2021,17:30,2:2,"{'68': 'away', '72': 'home', '75': 'away', '90': 'home'}",spain,la liga,rcd-mallorca,elche-cf
27. august 2021,19:00,1:0,{'27': 'home'},spain,la liga,rcd-mallorca,espanyol-barcelona
2. january 2022,20:00,0:1,{'44': 'away'},spain,la liga,rcd-mallorca,fc-barcelona
27. november 2021,17:30,0:0,,spain,la liga,rcd-mallorca,getafe-cf
7. may 2022,13:00,2:6,"{'6': 'away', '28': 'home', '46': 'away', '55': 'away', '58': 'home', '69': 'away', '78': 'away', '90': 'away'}",spain,la liga,rcd-mallorca,granada-cf
2. october 2021,15:15,1:0,{'75': 'home'},spain,la liga,rcd-mallorca,levante-ud
15. may 2022,18:30,2:1,"{'13': 'home', '60': 'away', '90': 'home'}",spain,la liga,rcd-mallorca,rayo-vallecano
14. august 2021,18:30,1:1,"{'24': 'home', '59': 'away'}",spain,la liga,rcd-mallorca,real-betis
14. march 2022,20:00,0:3,"{'55': 'away', '76': 'away', '82': 'away'}",spain,la liga,rcd-mallorca,real-madrid
2. march 2022,20:00,0:2,"{'35': 'away', '62': 'away'}",spain,la liga,rcd-mallorca,real-sociedad
27. october 2021,18:00,1:1,{None: 'away'},spain,la liga,rcd-mallorca,sevilla-fc
26. february 2022,13:00,0:1,{'4': 'away'},spain,la liga,rcd-mallorca,valencia-cf
19. september 2021,13:00,0:0,,spain,la liga,rcd-mallorca,villarreal-cf
13. march 2022,15:15,1:0,{'20': 'home'},spain,la liga,real-betis,athletic-bilbao
6. march 2022,20:00,1:3,"{'2': 'away', '45': 'home', '61': 'away', '80': 'away'}",spain,la liga,real-betis,atletico-madrid
3. april 2022,15:15,4:1,"{'34': 'home', '45': 'home', '65': 'away', '82': 'home', '88': 'home'}",spain,la liga,real-betis,ca-osasuna
20. august 2021,20:00,1:1,"{'11': 'away', '22': 'home'}",spain,la liga,real-betis,cadiz-cf
18. january 2022,19:00,4:0,"{'11': 'home', None: 'home'}",spain,la liga,real-betis,cd-alaves
2. january 2022,17:30,0:2,"{'36': 'away', '45': 'away'}",spain,la liga,real-betis,celta-vigo
19. april 2022,20:00,0:1,{'82': 'away'},spain,la liga,real-betis,elche-cf
19. september 2021,17:30,2:2,"{'16': 'away', '41': 'home', '45': 'home', '90': 'away'}",spain,la liga,real-betis,espanyol-barcelona
7. may 2022,20:00,1:2,"{'76': 'away', None: 'home', '90': 'away'}",spain,la liga,real-betis,fc-barcelona
26. september 2021,20:00,2:0,"{'14': 'home', '55': 'home'}",spain,la liga,real-betis,getafe-cf
15. may 2022,18:30,2:0,{None: 'home'},spain,la liga,real-betis,granada-cf
28. november 2021,13:00,3:1,"{'7': 'away', '54': 'home', '63': 'home', '78': 'home'}",spain,la liga,real-betis,levante-ud
24. october 2021,17:30,3:2,"{'22': 'home', '24': 'home', '45': 'away', '65': 'away', '75': 'home'}",spain,la liga,real-betis,rayo-vallecano
20. february 2022,17:30,2:1,"{'25': 'home', '75': 'away', '83': 'home'}",spain,la liga,real-betis,rcd-mallorca
28. august 2021,21:00,0:1,{'61': 'away'},spain,la liga,real-betis,real-madrid
12. december 2021,17:30,4:0,"{'14': 'home', '57': 'home', '66': 'home', '79': 'home'}",spain,la liga,real-betis,real-sociedad
7. november 2021,20:00,0:2,"{'55': 'away', '81': 'away'}",spain,la liga,real-betis,sevilla-fc
27. october 2021,19:00,4:1,"{'14': 'home', '30': 'home', '39': 'away', '61': 'home', '68': 'home'}",spain,la liga,real-betis,valencia-cf
6. february 2022,17:30,0:2,"{'41': 'away', '83': 'away'}",spain,la liga,real-betis,villarreal-cf
1. december 2021,20:00,1:0,{None: 'home'},spain,la liga,real-madrid,athletic-bilbao
12. december 2021,20:00,2:0,"{'16': 'home', '57': 'home'}",spain,la liga,real-madrid,atletico-madrid
27. october 2021,20:30,0:0,,spain,la liga,real-madrid,ca-osasuna
19. december 2021,20:00,0:0,,spain,la liga,real-madrid,cadiz-cf
19. february 2022,20:00,3:0,"{'63': 'home', '80': 'home', '90': 'home'}",spain,la liga,real-madrid,cd-alaves
12. september 2021,20:00,5:2,"{'4': 'away', '24': 'home', '31': 'away', '46': 'home', '55': 'home', '72': 'home', '87': 'home'}",spain,la liga,real-madrid,celta-vigo
23. january 2022,15:15,2:2,"{'42': 'away', '76': 'away', '82': 'home', '90': 'home'}",spain,la liga,real-madrid,elche-cf
30. april 2022,15:15,4:0,"{'33': 'home', '43': 'home', '55': 'home', '81': 'home'}",spain,la liga,real-madrid,espanyol-barcelona
20. march 2022,20:00,0:4,"{'29': 'away', '38': 'away', '47': 'away', '51': 'away'}",spain,la liga,real-madrid,fc-barcelona
9. april 2022,20:00,2:0,"{'38': 'home', '68': 'home'}",spain,la liga,real-madrid,getafe-cf
6. february 2022,20:00,1:0,{'74': 'home'},spain,la liga,real-madrid,granada-cf
12. may 2022,20:30,6:0,"{'13': 'home', '20': 'home', '34': 'home', '45': 'home', '68': 'home', '83': 'home'}",spain,la liga,real-madrid,levante-ud
6. november 2021,20:00,2:1,"{'14': 'home', '38': 'home', '76': 'away'}",spain,la liga,real-madrid,rayo-vallecano
22. september 2021,21:00,6:1,"{'3': 'home', '24': 'home', '25': 'away', '29': 'home', '55': 'home', '78': 'home', '84': 'home'}",spain,la liga,real-madrid,rcd-mallorca
20. may 2022,20:00,0:0,,spain,la liga,real-madrid,real-betis
5. march 2022,20:00,4:1,"{'10': 'away', '40': 'home', '43': 'home', '76': 'home', '79': 'home'}",spain,la liga,real-madrid,real-sociedad
28. november 2021,20:00,2:1,"{'12': 'away', '32': 'home', '86': 'home'}",spain,la liga,real-madrid,sevilla-fc
8. january 2022,20:00,4:1,"{'43': 'home', '52': 'home', '61': 'home', '76': 'away', '88': 'home'}",spain,la liga,real-madrid,valencia-cf
25. september 2021,20:00,0:0,,spain,la liga,real-madrid,villarreal-cf
31. october 2021,20:00,1:1,"{'58': 'home', None: 'away'}",spain,la liga,real-sociedad,athletic-bilbao
22. may 2022,21:00,1:2,"{'51': 'away', '69': 'away', '90': 'home'}",spain,la liga,real-sociedad,atletico-madrid
27. february 2022,17:30,1:0,{'52': 'home'},spain,la liga,real-sociedad,ca-osasuna
12. may 2022,18:00,3:0,"{'19': 'home', '53': 'home', '90': 'home'}",spain,la liga,real-sociedad,cadiz-cf
13. march 2022,17:30,1:0,{'70': 'home'},spain,la liga,real-sociedad,cd-alaves
8. january 2022,15:15,1:0,{'13': 'home'},spain,la liga,real-sociedad,celta-vigo
26. september 2021,17:30,1:0,{'81': 'home'},spain,la liga,real-sociedad,elche-cf
4. april 2022,20:00,1:0,{'90': 'home'},spain,la liga,real-sociedad,espanyol-barcelona
21. april 2022,20:30,0:1,{'11': 'away'},spain,la liga,real-sociedad,fc-barcelona
23. january 2022,17:30,0:0,,spain,la liga,real-sociedad,getafe-cf
13. february 2022,17:30,2:0,"{'37': 'home', None: 'home'}",spain,la liga,real-sociedad,granada-cf
28. august 2021,18:30,1:0,{'42': 'home'},spain,la liga,real-sociedad,levante-ud
22. august 2021,16:00,1:0,{'66': 'home'},spain,la liga,real-sociedad,rayo-vallecano
16. october 2021,20:00,1:0,{'90': 'home'},spain,la liga,real-sociedad,rcd-mallorca
15. april 2022,20:00,0:0,,spain,la liga,real-sociedad,real-betis
4. december 2021,20:00,0:2,"{'47': 'away', '57': 'away'}",spain,la liga,real-sociedad,real-madrid
19. september 2021,15:15,0:0,,spain,la liga,real-sociedad,sevilla-fc
21. november 2021,20:00,0:0,,spain,la liga,real-sociedad,valencia-cf
18. december 2021,15:15,1:3,"{'32': 'home', '38': 'away', '68': 'away', '90': 'away'}",spain,la liga,real-sociedad,villarreal-cf
22. may 2022,21:00,1:0,{'68': 'home'},spain,la liga,sevilla-fc,athletic-bilbao
18. december 2021,20:00,2:1,"{'7': 'home', '33': 'away', '88': 'home'}",spain,la liga,sevilla-fc,atletico-madrid
30. october 2021,15:15,2:0,"{'40': 'home', '60': 'home'}",spain,la liga,sevilla-fc,ca-osasuna
29. april 2022,20:00,1:1,"{'7': 'home', '66': 'away'}",spain,la liga,sevilla-fc,cadiz-cf
20. november 2021,15:15,2:2,"{'5': 'away', '38': 'home', '45': 'away', '90': 'home'}",spain,la liga,sevilla-fc,cd-alaves
22. january 2022,17:30,2:2,"{'37': 'away', '40': 'away', '71': 'home', '74': 'home'}",spain,la liga,sevilla-fc,celta-vigo
11. february 2022,20:00,2:0,"{'70': 'home', '75': 'home'}",spain,la liga,sevilla-fc,elche-cf
25. september 2021,17:30,2:0,"{'13': 'home', '87': 'home'}",spain,la liga,sevilla-fc,espanyol-barcelona
21. december 2021,20:30,1:1,"{'32': 'home', '45': 'away'}",spain,la liga,sevilla-fc,fc-barcelona
9. january 2022,15:15,1:0,{'22': 'home'},spain,la liga,sevilla-fc,getafe-cf
8. april 2022,20:00,4:2,"{'23': 'away', '32': 'home', '66': 'home', '88': 'away', '90': 'home'}",spain,la liga,sevilla-fc,granada-cf
24. october 2021,13:00,5:3,"{'8': 'home', '24': 'home', '33': 'away', '38': 'home', '50': 'home', '55': 'away', '61': 'away', '64': 'home'}",spain,la liga,sevilla-fc,levante-ud
15. august 2021,21:15,3:0,"{'19': 'home', '55': 'home', '79': 'home'}",spain,la liga,sevilla-fc,rayo-vallecano
11. may 2022,19:30,0:0,,spain,la liga,sevilla-fc,rcd-mallorca
27. february 2022,15:15,2:1,"{'24': 'home', '41': 'home', '90': 'away'}",spain,la liga,sevilla-fc,real-betis
17. april 2022,20:00,2:3,"{'21': 'home', '25': 'home', '50': 'away', '82': 'away', '90': 'away'}",spain,la liga,sevilla-fc,real-madrid
20. march 2022,17:30,0:0,,spain,la liga,sevilla-fc,real-sociedad
22. september 2021,18:30,3:1,"{'3': 'home', '15': 'home', '22': 'home', '30': 'away'}",spain,la liga,sevilla-fc,valencia-cf
4. december 2021,13:00,1:0,{'16': 'home'},spain,la liga,sevilla-fc,villarreal-cf
25. september 2021,15:15,1:1,"{'69': 'away', '90': 'home'}",spain,la liga,valencia-cf,athletic-bilbao
7. november 2021,15:15,3:3,"{'35': 'away', '50': 'home', '58': 'away', '60': 'away', '90': 'home'}",spain,la liga,valencia-cf,atletico-madrid
16. april 2022,17:30,1:2,"{'50': 'away', '74': 'away', '83': 'home'}",spain,la liga,valencia-cf,ca-osasuna
3. april 2022,17:30,0:0,,spain,la liga,valencia-cf,cadiz-cf
27. august 2021,21:15,3:0,"{'3': 'home', '45': 'home', '60': 'home'}",spain,la liga,valencia-cf,cd-alaves
21. may 2022,16:30,2:0,"{None: 'home', '60': 'home'}",spain,la liga,valencia-cf,celta-vigo
11. december 2021,17:30,2:1,"{'23': 'home', '75': 'away', '86': 'home'}",spain,la liga,valencia-cf,elche-cf
31. december 2021,15:15,1:2,"{'51': 'home', '83': 'away', '88': 'away'}",spain,la liga,valencia-cf,espanyol-barcelona
20. february 2022,15:15,1:4,"{'23': 'away', '32': 'away', '38': 'away', '52': 'home', None: 'away'}",spain,la liga,valencia-cf,fc-barcelona
13. august 2021,20:00,1:0,{'11': 'home'},spain,la liga,valencia-cf,getafe-cf
5. march 2022,17:30,3:1,"{'48': 'home', '51': 'home', '56': 'away', '62': 'home'}",spain,la liga,valencia-cf,granada-cf
30. april 2022,17:30,1:1,"{'27': 'home', '81': 'away'}",spain,la liga,valencia-cf,levante-ud
27. november 2021,15:15,1:1,"{'19': 'home', '64': 'away'}",spain,la liga,valencia-cf,rayo-vallecano
23. october 2021,13:00,2:2,"{'32': 'away', '38': 'away', '90': 'home'}",spain,la liga,valencia-cf,rcd-mallorca
10. may 2022,18:00,0:3,"{'57': 'away', '87': 'away', '90': 'away'}",spain,la liga,valencia-cf,real-betis
19. september 2021,20:00,1:2,"{'66': 'home', '86': 'away', None: 'away'}",spain,la liga,valencia-cf,real-madrid
6. february 2022,13:00,0:0,,spain,la liga,valencia-cf,real-sociedad
19. january 2022,20:30,1:1,"{'7': 'away', '44': 'home'}",spain,la liga,valencia-cf,sevilla-fc
30. october 2021,17:30,2:0,"{'43': 'home', '77': 'home'}",spain,la liga,valencia-cf,villarreal-cf
9. april 2022,17:30,1:1,"{'43': 'away', '60': 'home'}",spain,la liga,villarreal-cf,athletic-bilbao
9. january 2022,20:00,2:2,"{'10': 'away', '29': 'home', '58': 'home', '67': 'away'}",spain,la liga,villarreal-cf,atletico-madrid
17. october 2021,17:30,1:2,"{'26': 'away', '55': 'home', '87': 'away'}",spain,la liga,villarreal-cf,ca-osasuna
26. october 2021,20:30,3:3,"{'14': 'away', '43': 'home', '45': 'away', '52': 'away', '80': 'home', '90': 'home'}",spain,la liga,villarreal-cf,cadiz-cf
21. december 2021,18:00,5:2,{None: 'home'},spain,la liga,villarreal-cf,cd-alaves
12. march 2022,17:30,1:0,{'64': 'home'},spain,la liga,villarreal-cf,celta-vigo
22. september 2021,21:00,4:1,"{'5': 'home', '19': 'away', '39': 'home', '60': 'home', '90': 'home'}",spain,la liga,villarreal-cf,elche-cf
27. february 2022,13:00,5:1,"{'14': 'home', '20': 'home', '45': 'home', '53': 'home', '65': 'away', '86': 'home'}",spain,la liga,villarreal-cf,espanyol-barcelona
27. november 2021,20:00,1:3,"{'48': 'away', '76': 'home', '88': 'away', '90': 'away'}",spain,la liga,villarreal-cf,fc-barcelona
7. november 2021,13:00,1:0,{'10': 'home'},spain,la liga,villarreal-cf,getafe-cf
16. august 2021,19:00,0:0,,spain,la liga,villarreal-cf,granada-cf
3. january 2022,18:00,5:0,"{'8': 'home', '13': 'home', '37': 'home', '74': 'home', '79': 'home'}",spain,la liga,villarreal-cf,levante-ud
12. december 2021,13:00,2:0,"{'32': 'home', '36': 'home'}",spain,la liga,villarreal-cf,rayo-vallecano
22. january 2022,15:15,3:0,"{'12': 'home', '34': 'home', '87': 'home'}",spain,la liga,villarreal-cf,rcd-mallorca
3. october 2021,17:30,2:0,"{'45': 'home', '69': 'home'}",spain,la liga,villarreal-cf,real-betis
12. february 2022,15:15,0:0,,spain,la liga,villarreal-cf,real-madrid
15. may 2022,18:30,1:2,"{'43': 'home', '56': 'away', '73': 'away'}",spain,la liga,villarreal-cf,real-sociedad
8. may 2022,15:15,1:1,"{None: 'home', '90': 'away'}",spain,la liga,villarreal-cf,sevilla-fc
19. april 2022,20:30,2:0,"{'10': 'home', '17': 'home'}",spain,la liga,villarreal-cf,valencia-cf
