league,date,home_team,away_team,bookie,market,bet,odds
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,LiveScore Bet,h2h,away wins,1.62
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,LiveScore Bet,h2h,draw,4.0
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Virgin Bet,h2h,home wins,4.2
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Virgin Bet,h2h,away wins,1.62
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Virgin Bet,h2h,draw,4.0
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Ladbrokes,h2h,home wins,4.5
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Ladbrokes,h2h,away wins,1.67
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Ladbrokes,h2h,draw,4.0
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Coral,h2h,home wins,4.5
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Coral,h2h,away wins,1.7
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Coral,h2h,draw,4.0
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Bet Victor,h2h,home wins,4.33
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Bet Victor,h2h,away wins,1.67
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Bet Victor,h2h,draw,4.0
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Grosvenor,h2h,home wins,4.4
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Grosvenor,h2h,away wins,1.65
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Grosvenor,h2h,draw,4.25
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Unibet,h2h,home wins,4.5
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Unibet,h2h,away wins,1.68
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Unibet,h2h,draw,4.3
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Casumo,h2h,home wins,4.5
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Casumo,h2h,away wins,1.7
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Casumo,h2h,draw,4.35
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Mr Green,h2h,home wins,4.5
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Mr Green,h2h,away wins,1.7
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,Mr Green,h2h,draw,4.35
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,LeoVegas,h2h,home wins,4.5
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,LeoVegas,h2h,away wins,1.67
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,LeoVegas,h2h,draw,4.3
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,BoyleSports,h2h,home wins,4.2
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,BoyleSports,h2h,away wins,1.7
EPL,2024-01-21T16:30:00Z,Bournemouth,Liverpool,BoyleSports,h2h,draw,4.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Betway,h2h,home wins,1.61
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Betway,h2h,away wins,4.5
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Betway,h2h,draw,4.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Paddy Power,h2h,home wins,1.6
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Paddy Power,h2h,away wins,5.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Paddy Power,h2h,draw,4.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,888sport,h2h,home wins,1.62
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,888sport,h2h,away wins,4.75
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,888sport,h2h,draw,3.85
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Betfair,h2h,home wins,1.68
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Betfair,h2h,away wins,5.3
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Betfair,h2h,draw,4.4
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,William Hill,h2h,home wins,1.6
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,William Hill,h2h,away wins,4.75
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,William Hill,h2h,draw,4.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Sky Bet,h2h,home wins,1.6
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Sky Bet,h2h,away wins,5.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Sky Bet,h2h,draw,4.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,LiveScore Bet,h2h,home wins,1.57
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,LiveScore Bet,h2h,away wins,4.75
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,LiveScore Bet,h2h,draw,4.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Virgin Bet,h2h,home wins,1.57
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Virgin Bet,h2h,away wins,4.75
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Virgin Bet,h2h,draw,4.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Ladbrokes,h2h,home wins,1.61
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Ladbrokes,h2h,away wins,5.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Ladbrokes,h2h,draw,4.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Coral,h2h,home wins,1.61
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Coral,h2h,away wins,5.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Coral,h2h,draw,4.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Bet Victor,h2h,home wins,1.6
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Bet Victor,h2h,away wins,5.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Bet Victor,h2h,draw,4.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Grosvenor,h2h,home wins,1.6
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Grosvenor,h2h,away wins,5.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Grosvenor,h2h,draw,4.1
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Unibet,h2h,home wins,1.62
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Unibet,h2h,away wins,5.1
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Unibet,h2h,draw,4.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Casumo,h2h,home wins,1.64
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Casumo,h2h,away wins,5.1
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Casumo,h2h,draw,4.25
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Mr Green,h2h,home wins,1.64
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Mr Green,h2h,away wins,5.1
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,Mr Green,h2h,draw,4.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,LeoVegas,h2h,home wins,1.62
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,LeoVegas,h2h,away wins,5.1
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,LeoVegas,h2h,draw,4.2
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,BoyleSports,h2h,home wins,1.6
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,BoyleSports,h2h,away wins,5.0
EPL,2024-01-22T19:45:00Z,Brighton and Hove Albion,Wolverhampton Wanderers,BoyleSports,h2h,draw,4.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,888sport,h2h,away wins,1.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,888sport,h2h,home wins,7.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,888sport,h2h,draw,4.1
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Paddy Power,h2h,away wins,1.44
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Paddy Power,h2h,home wins,7.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Paddy Power,h2h,draw,4.2
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Betway,h2h,away wins,1.45
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Betway,h2h,home wins,6.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Betway,h2h,draw,4.5
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,William Hill,h2h,away wins,1.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,William Hill,h2h,home wins,7.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,William Hill,h2h,draw,4.5
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Sky Bet,h2h,away wins,1.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Sky Bet,h2h,home wins,7.5
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Sky Bet,h2h,draw,4.6
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Bet Victor,h2h,away wins,1.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Bet Victor,h2h,home wins,7.5
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Bet Victor,h2h,draw,4.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Ladbrokes,h2h,away wins,1.44
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Ladbrokes,h2h,home wins,7.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Ladbrokes,h2h,draw,4.33
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Coral,h2h,away wins,1.44
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Coral,h2h,home wins,7.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Coral,h2h,draw,4.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,LiveScore Bet,h2h,away wins,1.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,LiveScore Bet,h2h,home wins,6.5
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,LiveScore Bet,h2h,draw,4.33
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Virgin Bet,h2h,away wins,1.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Virgin Bet,h2h,home wins,6.5
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Virgin Bet,h2h,draw,4.33
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Betfair,h2h,away wins,1.47
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Betfair,h2h,home wins,6.8
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Betfair,h2h,draw,4.8
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,BoyleSports,h2h,away wins,1.4
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,BoyleSports,h2h,home wins,6.5
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,BoyleSports,h2h,draw,4.33
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Grosvenor,h2h,away wins,1.42
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Grosvenor,h2h,home wins,6.75
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Grosvenor,h2h,draw,4.6
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Casumo,h2h,away wins,1.45
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Casumo,h2h,home wins,7.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Casumo,h2h,draw,4.7
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,LeoVegas,h2h,away wins,1.43
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,LeoVegas,h2h,home wins,6.75
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,LeoVegas,h2h,draw,4.6
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Unibet,h2h,away wins,1.44
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Unibet,h2h,home wins,6.75
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Unibet,h2h,draw,4.6
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Mr Green,h2h,away wins,1.45
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Mr Green,h2h,home wins,7.0
EPL,2024-01-30T19:30:00Z,Nottingham Forest,Arsenal,Mr Green,h2h,draw,4.7
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Paddy Power,h2h,away wins,1.6
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Paddy Power,h2h,home wins,4.75
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Paddy Power,h2h,draw,4.2
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,888sport,h2h,away wins,1.57
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,888sport,h2h,home wins,4.75
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,888sport,h2h,draw,4.1
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Betway,h2h,away wins,1.61
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Betway,h2h,home wins,4.75
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Betway,h2h,draw,4.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,William Hill,h2h,away wins,1.62
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,William Hill,h2h,home wins,4.6
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,William Hill,h2h,draw,4.2
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Sky Bet,h2h,away wins,1.62
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Sky Bet,h2h,home wins,5.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Sky Bet,h2h,draw,4.2
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Bet Victor,h2h,away wins,1.61
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Bet Victor,h2h,home wins,4.8
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Bet Victor,h2h,draw,4.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Ladbrokes,h2h,away wins,1.67
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Ladbrokes,h2h,home wins,4.8
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Ladbrokes,h2h,draw,4.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Coral,h2h,away wins,1.67
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Coral,h2h,home wins,5.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Coral,h2h,draw,4.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,LiveScore Bet,h2h,away wins,1.57
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,LiveScore Bet,h2h,home wins,4.75
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,LiveScore Bet,h2h,draw,4.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Virgin Bet,h2h,away wins,1.57
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Virgin Bet,h2h,home wins,4.75
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Virgin Bet,h2h,draw,4.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Betfair,h2h,away wins,1.67
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Betfair,h2h,home wins,4.5
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Betfair,h2h,draw,3.75
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,BoyleSports,h2h,away wins,1.62
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,BoyleSports,h2h,home wins,4.75
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,BoyleSports,h2h,draw,4.0
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Mr Green,h2h,away wins,1.61
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Mr Green,h2h,home wins,5.3
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Mr Green,h2h,draw,4.25
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Casumo,h2h,away wins,1.61
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Casumo,h2h,home wins,5.3
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Casumo,h2h,draw,4.25
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Grosvenor,h2h,away wins,1.56
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Grosvenor,h2h,home wins,5.2
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Grosvenor,h2h,draw,4.2
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Unibet,h2h,away wins,1.6
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Unibet,h2h,home wins,5.25
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,Unibet,h2h,draw,4.2
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,LeoVegas,h2h,away wins,1.6
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,LeoVegas,h2h,home wins,5.25
EPL,2024-01-30T19:45:00Z,Luton,Brighton and Hove Albion,LeoVegas,h2h,draw,4.2
EPL,2024-01-30T19:45:00Z,Fulham,Everton,888sport,h2h,away wins,2.65
EPL,2024-01-30T19:45:00Z,Fulham,Everton,888sport,h2h,home wins,2.4
EPL,2024-01-30T19:45:00Z,Fulham,Everton,888sport,h2h,draw,3.25
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Paddy Power,h2h,away wins,2.75
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Paddy Power,h2h,home wins,2.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Paddy Power,h2h,draw,3.3
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Betway,h2h,away wins,2.75
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Betway,h2h,home wins,2.4
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Betway,h2h,draw,3.3
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Sky Bet,h2h,away wins,2.75
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Sky Bet,h2h,home wins,2.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Sky Bet,h2h,draw,3.4
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Bet Victor,h2h,away wins,2.7
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Bet Victor,h2h,home wins,2.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Bet Victor,h2h,draw,3.25
EPL,2024-01-30T19:45:00Z,Fulham,Everton,William Hill,h2h,away wins,2.6
EPL,2024-01-30T19:45:00Z,Fulham,Everton,William Hill,h2h,home wins,2.45
EPL,2024-01-30T19:45:00Z,Fulham,Everton,William Hill,h2h,draw,3.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Ladbrokes,h2h,away wins,2.8
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Ladbrokes,h2h,home wins,2.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Ladbrokes,h2h,draw,3.25
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Coral,h2h,away wins,2.8
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Coral,h2h,home wins,2.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Coral,h2h,draw,3.25
EPL,2024-01-30T19:45:00Z,Fulham,Everton,LiveScore Bet,h2h,away wins,2.62
EPL,2024-01-30T19:45:00Z,Fulham,Everton,LiveScore Bet,h2h,home wins,2.45
EPL,2024-01-30T19:45:00Z,Fulham,Everton,LiveScore Bet,h2h,draw,3.25
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Virgin Bet,h2h,away wins,2.62
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Virgin Bet,h2h,home wins,2.45
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Virgin Bet,h2h,draw,3.25
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Betfair,h2h,away wins,2.82
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Betfair,h2h,home wins,1.38
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Betfair,h2h,draw,3.5
,,,,,,,
,,,,,,,
,,,,,,,
EPL,2024-01-30T19:45:00Z,Fulham,Everton,BoyleSports,h2h,away wins,2.62
EPL,2024-01-30T19:45:00Z,Fulham,Everton,BoyleSports,h2h,home wins,2.6
EPL,2024-01-30T19:45:00Z,Fulham,Everton,BoyleSports,h2h,draw,3.3
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Mr Green,h2h,away wins,2.75
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Mr Green,h2h,home wins,2.55
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Mr Green,h2h,draw,3.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Casumo,h2h,away wins,2.75
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Casumo,h2h,home wins,2.55
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Casumo,h2h,draw,3.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Grosvenor,h2h,away wins,2.7
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Grosvenor,h2h,home wins,2.48
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Grosvenor,h2h,draw,3.45
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Unibet,h2h,away wins,2.7
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Unibet,h2h,home wins,2.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,Unibet,h2h,draw,3.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,LeoVegas,h2h,away wins,2.7
EPL,2024-01-30T19:45:00Z,Fulham,Everton,LeoVegas,h2h,home wins,2.5
EPL,2024-01-30T19:45:00Z,Fulham,Everton,LeoVegas,h2h,draw,3.5
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,888sport,h2h,home wins,1.4
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,888sport,h2h,away wins,7.0
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,888sport,h2h,draw,4.1
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Paddy Power,h2h,home wins,1.44
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Paddy Power,h2h,away wins,7.5
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Paddy Power,h2h,draw,4.2
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,William Hill,h2h,home wins,1.44
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,William Hill,h2h,away wins,6.5
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,William Hill,h2h,draw,4.33
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Sky Bet,h2h,home wins,1.44
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Sky Bet,h2h,away wins,7.0
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Sky Bet,h2h,draw,4.33
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Bet Victor,h2h,home wins,1.44
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Bet Victor,h2h,away wins,7.0
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Bet Victor,h2h,draw,4.1
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Ladbrokes,h2h,home wins,1.44
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Ladbrokes,h2h,away wins,7.5
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Ladbrokes,h2h,draw,4.2
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Coral,h2h,home wins,1.44
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Coral,h2h,away wins,7.5
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Coral,h2h,draw,4.2
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Betway,h2h,home wins,1.45
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Betway,h2h,away wins,6.5
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,Betway,h2h,draw,4.2
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,LiveScore Bet,h2h,home wins,1.42
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,LiveScore Bet,h2h,away wins,6.5
EPL,2024-01-30T20:00:00Z,Crystal Palace,Sheffield United,LiveScore Bet,h2h,draw,4.2
